#RfamID	RfamAlias	EMBLAccession	ExpressionRank
RF01118 	 PK-G12rRNA 	 AE017225 	 78
RF00230 	 T-box 	 CP000721 	 1482
RF00005 	 tRNA 	 CP000721 	 1483
RF00005 	 tRNA 	 CP000721 	 1509
RF00005 	 tRNA 	 CP000721 	 1510
RF00005 	 tRNA 	 CP000721 	 1542
RF00558 	 L20_leader 	 CP000721 	 1571
RF00013 	 6S 	 CP000721 	 1572
RF01854 	 Bacteria_large_SRP 	 CP000721 	 1606
RF00380 	 ykoK 	 CP000721 	 1607
RF00005 	 tRNA 	 CP000721 	 1641
RF00050 	 FMN 	 CP000721 	 1671
RF00169 	 Bacteria_small_SRP 	 CP000721 	 1672
RF00005 	 tRNA 	 CP000721 	 1673
RF00005 	 tRNA 	 CP000721 	 1674
RF00005 	 tRNA 	 CP000721 	 1755
RF00230 	 T-box 	 CP000721 	 1800
RF00005 	 tRNA 	 CP000721 	 1801
RF00005 	 tRNA 	 CP000721 	 1850
RF00005 	 tRNA 	 CP000721 	 1912
RF00230 	 T-box 	 CP000721 	 1913
RF00230 	 T-box 	 CP000721 	 1971
RF00238 	 ctRNA_pND324 	 CP000721 	 1972
RF00167 	 Purine 	 CP000721 	 1973
RF00005 	 tRNA 	 CP000721 	 1974
RF00230 	 T-box 	 CP000721 	 2076
RF00005 	 tRNA 	 CP000721 	 2077
RF00230 	 T-box 	 CP000721 	 2078
RF00005 	 tRNA 	 CP000721 	 2079
RF00230 	 T-box 	 CP000721 	 2202
RF00005 	 tRNA 	 CP000721 	 2203
RF00168 	 Lysine 	 CP000721 	 2204
RF00442 	 ykkC-yxkD 	 CP000721 	 2267
RF00005 	 tRNA 	 CP000721 	 2268
RF00005 	 tRNA 	 CP000721 	 2269
RF01749 	 pan 	 CP000721 	 2270
RF00005 	 tRNA 	 CP000721 	 2346
RF00174 	 Cobalamin 	 CP000721 	 2347
RF00005 	 tRNA 	 CP000721 	 2348
RF00230 	 T-box 	 CP000721 	 2349
RF00005 	 tRNA 	 CP000721 	 2443
RF00168 	 Lysine 	 CP000721 	 2551
RF00230 	 T-box 	 CP000721 	 2688
RF00005 	 tRNA 	 CP000721 	 2689
RF00005 	 tRNA 	 CP000721 	 2690
RF00005 	 tRNA 	 CP000721 	 2810
RF00005 	 tRNA 	 CP000721 	 2811
RF00005 	 tRNA 	 CP000721 	 2956
RF00005 	 tRNA 	 CP000721 	 2957
RF00005 	 tRNA 	 CP000721 	 2958
RF00230 	 T-box 	 CP000721 	 2959
RF00174 	 Cobalamin 	 CP000721 	 3114
RF00005 	 tRNA 	 CP000721 	 3115
RF01749 	 pan 	 CP000721 	 3303
RF00080 	 yybP-ykoY 	 CP000721 	 3304
RF00005 	 tRNA 	 CP000721 	 3305
RF00059 	 TPP 	 CP000721 	 3306
RF00005 	 tRNA 	 CP000721 	 3520
RF00162 	 SAM 	 CP000721 	 3521
RF00005 	 tRNA 	 CP000721 	 3522
RF00005 	 tRNA 	 CP000721 	 3523
RF01725 	 SAM-I-IV-variant 	 CP000721 	 3524
RF00162 	 SAM 	 CP000721 	 3525
RF00504 	 Glycine 	 CP000721 	 3769
RF00005 	 tRNA 	 CP000721 	 3770
RF01764 	 yjdF 	 CP000721 	 4063
RF00167 	 Purine 	 CP000721 	 4064
RF01786 	 c-di-GMP-II 	 CP000721 	 4438
RF00005 	 tRNA 	 CP000721 	 4439
RF01786 	 c-di-GMP-II 	 CP000721 	 4440
RF01750 	 pfl 	 CP000721 	 4441
RF00005 	 tRNA 	 CP000721 	 4442
RF00238 	 ctRNA_pND324 	 CP000721 	 4443
RF00059 	 TPP 	 CP000721 	 4894
RF00005 	 tRNA 	 CP000721 	 4895
RF00238 	 ctRNA_pND324 	 CP000721 	 4896
RF00005 	 tRNA 	 CP000721 	 5442
RF00005 	 tRNA 	 CP000721 	 5443
RF00005 	 tRNA 	 CP000721 	 5444
RF01051 	 c-di-GMP-I 	 CP000721 	 5445
RF01051 	 c-di-GMP-I 	 CP000721 	 5446
RF00238 	 ctRNA_pND324 	 CP000721 	 5447
RF00005 	 tRNA 	 CP000721 	 6179
RF00005 	 tRNA 	 CP000721 	 6180
RF02005 	 group-II-D1D4-6 	 CP000721 	 6181
RF01405 	 STnc490k 	 CP000721 	 6182
RF00230 	 T-box 	 CP000721 	 6183
RF00059 	 TPP 	 CP000721 	 6184
RF01051 	 c-di-GMP-I 	 CP000721 	 7186
RF00005 	 tRNA 	 CP000721 	 7187
RF00005 	 tRNA 	 CP000721 	 7188
RF00005 	 tRNA 	 CP000721 	 7189
RF00174 	 Cobalamin 	 CP000721 	 7190
RF01786 	 c-di-GMP-II 	 CP000721 	 7191
RF00080 	 yybP-ykoY 	 CP000721 	 7192
RF02005 	 group-II-D1D4-6 	 CP000721 	 7193
RF00515 	 PyrR 	 CP000721 	 7194
RF00005 	 tRNA 	 CP000721 	 7195
RF01051 	 c-di-GMP-I 	 CP000721 	 7196
RF00168 	 Lysine 	 CP000721 	 7197
RF00162 	 SAM 	 CP000721 	 8678
RF01786 	 c-di-GMP-II 	 CP000721 	 8679
RF00005 	 tRNA 	 CP000721 	 8680
RF00029 	 Intron_gpII 	 CP000721 	 8681
RF00005 	 tRNA 	 CP000721 	 8682
RF00005 	 tRNA 	 CP000721 	 10760
RF00005 	 tRNA 	 CP000721 	 10761
RF00080 	 yybP-ykoY 	 CP000721 	 10762
RF00167 	 Purine 	 CP000721 	 10763
RF00029 	 Intron_gpII 	 CP000721 	 10764
RF02005 	 group-II-D1D4-6 	 CP000721 	 10765
RF01786 	 c-di-GMP-II 	 CP000721 	 10766
RF00005 	 tRNA 	 CP000721 	 10767
RF00005 	 tRNA 	 CP000721 	 10768
RF00230 	 T-box 	 CP000721 	 14079
RF00238 	 ctRNA_pND324 	 CP000721 	 14080
RF01342 	 CRISPR-DR32 	 CP000721 	 14081
RF00167 	 Purine 	 CP000721 	 14082
RF00059 	 TPP 	 CP000721 	 14083
RF00080 	 yybP-ykoY 	 CP000721 	 14084
RF01361 	 CRISPR-DR48 	 CP000721 	 14085
RF02005 	 group-II-D1D4-6 	 CP000721 	 14086
RF00033 	 MicF 	 CP000721 	 14087
RF01363 	 CRISPR-DR50 	 CP000721 	 14088
RF00005 	 tRNA 	 CP000721 	 14089
RF00029 	 Intron_gpII 	 CP000721 	 14090
RF00515 	 PyrR 	 CP000721 	 18753
RF00515 	 PyrR 	 CP000721 	 18754
RF02005 	 group-II-D1D4-6 	 CP000721 	 18755
RF00238 	 ctRNA_pND324 	 CP000721 	 18756
RF00005 	 tRNA 	 CP000721 	 18757
RF00029 	 Intron_gpII 	 CP000721 	 18758
RF00029 	 Intron_gpII 	 CP000721 	 18759
RF00238 	 ctRNA_pND324 	 CP000721 	 18760
RF00238 	 ctRNA_pND324 	 CP000721 	 18761
RF00005 	 tRNA 	 CP000721 	 18762
RF00029 	 Intron_gpII 	 CP000721 	 18763
RF02012 	 group-II-D1D4-7 	 CP000721 	 18764
RF00162 	 SAM 	 CP000721 	 18765
RF01705 	 Flavo-1 	 CP000721 	 23797
RF00238 	 ctRNA_pND324 	 CP000721 	 23798
RF00029 	 Intron_gpII 	 CP000721 	 23799
RF00238 	 ctRNA_pND324 	 CP000721 	 23800
RF00238 	 ctRNA_pND324 	 CP000721 	 23801
RF00005 	 tRNA 	 CP000721 	 23802
RF01405 	 STnc490k 	 CP000721 	 23803
RF01362 	 CRISPR-DR49 	 CP000721 	 23804
RF01786 	 c-di-GMP-II 	 CP000721 	 23805
RF00033 	 MicF 	 CP000721 	 23806
RF00238 	 ctRNA_pND324 	 CP000721 	 23807
RF01730 	 Termite-leu 	 CP000721 	 23808
RF00013 	 6S 	 AM180355 	 24
RF00023 	 tmRNA 	 AM180355 	 61
RF00557 	 L10_leader 	 AM180355 	 74
RF00230 	 T-box 	 AM180355 	 179
RF01051 	 c-di-GMP-I 	 AM180355 	 212
RF00010 	 RNaseP_bact_a 	 AM180355 	 222
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 239
RF00002 	 5_8S_rRNA 	 AM180355 	 266
RF00230 	 T-box 	 AM180355 	 301
RF00002 	 5_8S_rRNA 	 AM180355 	 304
RF00002 	 5_8S_rRNA 	 AM180355 	 312
RF01051 	 c-di-GMP-I 	 AM180355 	 335
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 378
RF01786 	 c-di-GMP-II 	 AM180355 	 388
RF00005 	 tRNA 	 AM180355 	 419
RF01051 	 c-di-GMP-I 	 AM180355 	 442
RF00005 	 tRNA 	 AM180355 	 461
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 557
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 580
RF00005 	 tRNA 	 AM180355 	 587
RF01118 	 PK-G12rRNA 	 AM180355 	 635
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 645
RF00230 	 T-box 	 AM180355 	 712
RF01051 	 c-di-GMP-I 	 AM180355 	 719
RF01118 	 PK-G12rRNA 	 AM180355 	 751
RF00001 	 5S_rRNA 	 AM180355 	 756
RF01118 	 PK-G12rRNA 	 AM180355 	 790
RF00005 	 tRNA 	 AM180355 	 939
RF00230 	 T-box 	 AM180355 	 970
RF00167 	 Purine 	 AM180355 	 1058
RF00559 	 L21_leader 	 AM180355 	 1187
RF00174 	 Cobalamin 	 AM180355 	 1209
RF00005 	 tRNA 	 AM180355 	 1261
RF00558 	 L20_leader 	 AM180355 	 1262
RF00005 	 tRNA 	 AM180355 	 1284
RF00059 	 TPP 	 AM180355 	 1285
RF00230 	 T-box 	 AM180355 	 1359
RF00005 	 tRNA 	 AM180355 	 1360
RF00005 	 tRNA 	 AM180355 	 1402
RF01764 	 yjdF 	 AM180355 	 1453
RF00504 	 Glycine 	 AM180355 	 1529
RF00005 	 tRNA 	 AM180355 	 1567
RF01342 	 CRISPR-DR32 	 AM180355 	 1601
RF01089 	 PK-repBA 	 AM180355 	 1691
RF00050 	 FMN 	 AM180355 	 1692
RF01051 	 c-di-GMP-I 	 AM180355 	 1693
RF00005 	 tRNA 	 AM180355 	 1743
RF00522 	 PreQ1 	 AM180355 	 1809
RF01327 	 CRISPR-DR14 	 AM180355 	 1810
RF01852 	 tRNA-Sec 	 AM180355 	 1811
RF00001 	 5S_rRNA 	 AM180355 	 1867
RF00230 	 T-box 	 AM180355 	 1868
RF00005 	 tRNA 	 AM180355 	 1869
RF00005 	 tRNA 	 AM180355 	 1962
RF01118 	 PK-G12rRNA 	 AM180355 	 2024
RF00001 	 5S_rRNA 	 AM180355 	 2025
RF01990 	 SECIS_4 	 AM180355 	 2026
RF00230 	 T-box 	 AM180355 	 2087
RF00005 	 tRNA 	 AM180355 	 2142
RF00005 	 tRNA 	 AM180355 	 2143
RF00002 	 5_8S_rRNA 	 AM180355 	 2202
RF00234 	 glmS 	 AM180355 	 2285
RF00167 	 Purine 	 AM180355 	 2286
RF00005 	 tRNA 	 AM180355 	 2287
RF00005 	 tRNA 	 AM180355 	 2288
RF00174 	 Cobalamin 	 AM180355 	 2289
RF00005 	 tRNA 	 AM180355 	 2371
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 2372
RF00005 	 tRNA 	 AM180355 	 2477
RF00023 	 tmRNA 	 AM180355 	 2478
RF00556 	 L19_leader 	 AM180355 	 2479
RF00002 	 5_8S_rRNA 	 AM180355 	 2575
RF00005 	 tRNA 	 AM180355 	 2576
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 2686
RF00167 	 Purine 	 AM180355 	 2687
RF00005 	 tRNA 	 AM180355 	 2688
RF00005 	 tRNA 	 AM180355 	 2689
RF01051 	 c-di-GMP-I 	 AM180355 	 2803
RF00005 	 tRNA 	 AM180355 	 2921
RF00023 	 tmRNA 	 AM180355 	 2922
RF00005 	 tRNA 	 AM180355 	 2923
RF00230 	 T-box 	 AM180355 	 2924
RF00005 	 tRNA 	 AM180355 	 2925
RF00005 	 tRNA 	 AM180355 	 2926
RF00005 	 tRNA 	 AM180355 	 3050
RF00005 	 tRNA 	 AM180355 	 3051
RF00005 	 tRNA 	 AM180355 	 3052
RF00005 	 tRNA 	 AM180355 	 3053
RF00168 	 Lysine 	 AM180355 	 3054
RF00002 	 5_8S_rRNA 	 AM180355 	 3055
RF00230 	 T-box 	 AM180355 	 3214
RF00005 	 tRNA 	 AM180355 	 3215
RF00005 	 tRNA 	 AM180355 	 3216
RF00005 	 tRNA 	 AM180355 	 3217
RF00005 	 tRNA 	 AM180355 	 3382
RF00005 	 tRNA 	 AM180355 	 3383
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 3384
RF00005 	 tRNA 	 AM180355 	 3565
RF00002 	 5_8S_rRNA 	 AM180355 	 3566
RF00005 	 tRNA 	 AM180355 	 3567
RF00005 	 tRNA 	 AM180355 	 3568
RF00005 	 tRNA 	 AM180355 	 3768
RF00005 	 tRNA 	 AM180355 	 3769
RF00005 	 tRNA 	 AM180355 	 3962
RF00005 	 tRNA 	 AM180355 	 3963
RF00168 	 Lysine 	 AM180355 	 3964
RF00050 	 FMN 	 AM180355 	 3965
RF00005 	 tRNA 	 AM180355 	 3966
RF00002 	 5_8S_rRNA 	 AM180355 	 3967
RF00002 	 5_8S_rRNA 	 AM180355 	 4210
RF00005 	 tRNA 	 AM180355 	 4211
RF00005 	 tRNA 	 AM180355 	 4212
RF00005 	 tRNA 	 AM180355 	 4474
RF00002 	 5_8S_rRNA 	 AM180355 	 4475
RF00005 	 tRNA 	 AM180355 	 4476
RF00230 	 T-box 	 AM180355 	 4477
RF00005 	 tRNA 	 AM180355 	 4478
RF00005 	 tRNA 	 AM180355 	 4767
RF00005 	 tRNA 	 AM180355 	 4768
RF00005 	 tRNA 	 AM180355 	 4769
RF00005 	 tRNA 	 AM180355 	 4770
RF00005 	 tRNA 	 AM180355 	 4771
RF00005 	 tRNA 	 AM180355 	 5111
RF00162 	 SAM 	 AM180355 	 5112
RF00005 	 tRNA 	 AM180355 	 5113
RF01857 	 Archaea_SRP 	 AM180355 	 5114
RF01854 	 Bacteria_large_SRP 	 AM180355 	 5115
RF00230 	 T-box 	 AM180355 	 5116
RF00005 	 tRNA 	 AM180355 	 5117
RF00005 	 tRNA 	 AM180355 	 5118
RF00005 	 tRNA 	 AM180355 	 5119
RF00230 	 T-box 	 AM180355 	 5120
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 5516
RF00005 	 tRNA 	 AM180355 	 5517
RF01051 	 c-di-GMP-I 	 AM180355 	 5518
RF00230 	 T-box 	 AM180355 	 5519
RF00005 	 tRNA 	 AM180355 	 5961
RF01118 	 PK-G12rRNA 	 AM180355 	 5962
RF00162 	 SAM 	 AM180355 	 5963
RF00504 	 Glycine 	 AM180355 	 5964
RF01327 	 CRISPR-DR14 	 AM180355 	 5965
RF01327 	 CRISPR-DR14 	 AM180355 	 5966
RF01051 	 c-di-GMP-I 	 AM180355 	 5967
RF00230 	 T-box 	 AM180355 	 5968
RF00005 	 tRNA 	 AM180355 	 5969
RF00174 	 Cobalamin 	 AM180355 	 5970
RF01361 	 CRISPR-DR48 	 AM180355 	 5971
RF00001 	 5S_rRNA 	 AM180355 	 5972
RF00005 	 tRNA 	 AM180355 	 6523
RF00023 	 tmRNA 	 AM180355 	 6524
RF01118 	 PK-G12rRNA 	 AM180355 	 6525
RF00230 	 T-box 	 AM180355 	 6526
RF01725 	 SAM-I-IV-variant 	 AM180355 	 6527
RF00230 	 T-box 	 AM180355 	 6528
RF00005 	 tRNA 	 AM180355 	 6529
RF00005 	 tRNA 	 AM180355 	 6530
RF00005 	 tRNA 	 AM180355 	 6531
RF00230 	 T-box 	 AM180355 	 6532
RF00028 	 Intron_gpI 	 AM180355 	 6533
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 7129
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 7130
RF01327 	 CRISPR-DR14 	 AM180355 	 7131
RF01327 	 CRISPR-DR14 	 AM180355 	 7132
RF01327 	 CRISPR-DR14 	 AM180355 	 7133
RF00169 	 Bacteria_small_SRP 	 AM180355 	 7134
RF00162 	 SAM 	 AM180355 	 7135
RF00230 	 T-box 	 AM180355 	 7136
RF00002 	 5_8S_rRNA 	 AM180355 	 7137
RF00005 	 tRNA 	 AM180355 	 7138
RF00005 	 tRNA 	 AM180355 	 7139
RF00005 	 tRNA 	 AM180355 	 7140
RF00005 	 tRNA 	 AM180355 	 7141
RF01118 	 PK-G12rRNA 	 AM180355 	 7142
RF00230 	 T-box 	 AM180355 	 7143
RF00001 	 5S_rRNA 	 AM180355 	 7144
RF01118 	 PK-G12rRNA 	 AM180355 	 7804
RF00005 	 tRNA 	 AM180355 	 7805
RF00162 	 SAM 	 AM180355 	 7806
RF01749 	 pan 	 AM180355 	 7807
RF00230 	 T-box 	 AM180355 	 7808
RF01327 	 CRISPR-DR14 	 AM180355 	 7809
RF01327 	 CRISPR-DR14 	 AM180355 	 7810
RF01327 	 CRISPR-DR14 	 AM180355 	 7811
RF01327 	 CRISPR-DR14 	 AM180355 	 7812
RF00167 	 Purine 	 AM180355 	 7813
RF00230 	 T-box 	 AM180355 	 7814
RF00001 	 5S_rRNA 	 AM180355 	 8571
RF01327 	 CRISPR-DR14 	 AM180355 	 8572
RF01327 	 CRISPR-DR14 	 AM180355 	 8573
RF00005 	 tRNA 	 AM180355 	 8574
RF00005 	 tRNA 	 AM180355 	 8575
RF00005 	 tRNA 	 AM180355 	 8576
RF00230 	 T-box 	 AM180355 	 8577
RF00515 	 PyrR 	 AM180355 	 8578
RF01327 	 CRISPR-DR14 	 AM180355 	 9521
RF00005 	 tRNA 	 AM180355 	 9522
RF00023 	 tmRNA 	 AM180355 	 9523
RF00001 	 5S_rRNA 	 AM180355 	 9524
RF01364 	 CRISPR-DR51 	 AM180355 	 9525
RF01327 	 CRISPR-DR14 	 AM180355 	 9526
RF01327 	 CRISPR-DR14 	 AM180355 	 9527
RF00230 	 T-box 	 AM180355 	 9528
RF00005 	 tRNA 	 AM180355 	 9529
RF01327 	 CRISPR-DR14 	 AM180355 	 9530
RF00230 	 T-box 	 AM180355 	 9531
RF01051 	 c-di-GMP-I 	 AM180355 	 9532
RF01118 	 PK-G12rRNA 	 AM180355 	 9533
RF01327 	 CRISPR-DR14 	 AM180355 	 9534
RF01989 	 SECIS_3 	 AM180355 	 9535
RF01051 	 c-di-GMP-I 	 AM180355 	 10693
RF00230 	 T-box 	 AM180355 	 10694
RF01118 	 PK-G12rRNA 	 AM180355 	 10695
RF00238 	 ctRNA_pND324 	 AM180355 	 10696
RF01118 	 PK-G12rRNA 	 AM180355 	 10697
RF00162 	 SAM 	 AM180355 	 10698
RF01327 	 CRISPR-DR14 	 AM180355 	 10699
RF01327 	 CRISPR-DR14 	 AM180355 	 10700
RF01327 	 CRISPR-DR14 	 AM180355 	 10701
RF00168 	 Lysine 	 AM180355 	 10702
RF01734 	 crcB 	 AM180355 	 10703
RF00005 	 tRNA 	 AM180355 	 10704
RF00001 	 5S_rRNA 	 AM180355 	 12010
RF01327 	 CRISPR-DR14 	 AM180355 	 12011
RF00230 	 T-box 	 AM180355 	 12012
RF00050 	 FMN 	 AM180355 	 12013
RF00442 	 ykkC-yxkD 	 AM180355 	 12014
RF00080 	 yybP-ykoY 	 AM180355 	 12015
RF01361 	 CRISPR-DR48 	 AM180355 	 12016
RF00001 	 5S_rRNA 	 AM180355 	 12017
RF01786 	 c-di-GMP-II 	 AM180355 	 12018
RF00005 	 tRNA 	 AM180355 	 12019
RF00005 	 tRNA 	 AM180355 	 12020
RF00005 	 tRNA 	 AM180355 	 13793
RF00001 	 5S_rRNA 	 AM180355 	 13794
RF00005 	 tRNA 	 AM180355 	 13795
RF00023 	 tmRNA 	 AM180355 	 13796
RF00005 	 tRNA 	 AM180355 	 13797
RF01327 	 CRISPR-DR14 	 AM180355 	 13798
RF00059 	 TPP 	 AM180355 	 13799
RF00005 	 tRNA 	 AM180355 	 13800
RF01327 	 CRISPR-DR14 	 AM180355 	 13801
RF01327 	 CRISPR-DR14 	 AM180355 	 13802
RF00515 	 PyrR 	 AM180355 	 13803
RF00242 	 ctRNA_pT181 	 AM180355 	 13804
RF01327 	 CRISPR-DR14 	 AM180355 	 13805
RF01786 	 c-di-GMP-II 	 AM180355 	 13806
RF01051 	 c-di-GMP-I 	 AM180355 	 13807
RF00168 	 Lysine 	 AM180355 	 13808
RF01786 	 c-di-GMP-II 	 AM180355 	 13809
RF00515 	 PyrR 	 AM180355 	 13810
RF00005 	 tRNA 	 AM180355 	 13811
RF00442 	 ykkC-yxkD 	 AM180355 	 13812
RF00238 	 ctRNA_pND324 	 AM180355 	 13813
RF00005 	 tRNA 	 AM180355 	 16003
RF00059 	 TPP 	 AM180355 	 16004
RF01342 	 CRISPR-DR32 	 AM180355 	 16005
RF00005 	 tRNA 	 AM180355 	 16006
RF00238 	 ctRNA_pND324 	 AM180355 	 16007
RF02004 	 group-II-D1D4-5 	 AM180355 	 16008
RF00005 	 tRNA 	 AM180355 	 17932
RF01990 	 SECIS_4 	 AM180355 	 17933
RF01051 	 c-di-GMP-I 	 AM180355 	 17934
RF00238 	 ctRNA_pND324 	 AM180355 	 17935
RF00504 	 Glycine 	 AM180355 	 17936
RF00238 	 ctRNA_pND324 	 AM180355 	 17937
RF00005 	 tRNA 	 AM180355 	 17938
RF00005 	 tRNA 	 AM180355 	 17939
RF00029 	 Intron_gpII 	 AM180355 	 17940
RF00177 	 SSU_rRNA_bacteria 	 CP000800 	 28
RF00177 	 SSU_rRNA_bacteria 	 CP000800 	 29
RF00177 	 SSU_rRNA_bacteria 	 CP000800 	 32
RF00177 	 SSU_rRNA_bacteria 	 CP000800 	 33
RF00177 	 SSU_rRNA_bacteria 	 CP000800 	 34
RF00177 	 SSU_rRNA_bacteria 	 CP000800 	 38
RF00177 	 SSU_rRNA_bacteria 	 CP000800 	 43
RF00140 	 Alpha_RBS 	 CP000800 	 75
RF00023 	 tmRNA 	 CP000800 	 180
RF00114 	 S15 	 CP000800 	 194
RF00127 	 t44 	 CP000800 	 226
RF00010 	 RNaseP_bact_a 	 CP000800 	 265
RF00018 	 CsrB 	 CP000800 	 274
RF01118 	 PK-G12rRNA 	 CP000800 	 279
RF01766 	 cspA 	 CP000800 	 296
RF00084 	 CsrC 	 CP000800 	 307
RF01118 	 PK-G12rRNA 	 CP000800 	 309
RF01118 	 PK-G12rRNA 	 CP000800 	 315
RF01766 	 cspA 	 CP000800 	 318
RF01118 	 PK-G12rRNA 	 CP000800 	 344
RF01118 	 PK-G12rRNA 	 CP000800 	 352
RF01118 	 PK-G12rRNA 	 CP000800 	 354
RF01118 	 PK-G12rRNA 	 CP000800 	 360
RF01766 	 cspA 	 CP000800 	 383
RF01830 	 StyR-44 	 CP000800 	 386
RF01830 	 StyR-44 	 CP000800 	 392
RF01830 	 StyR-44 	 CP000800 	 393
RF01794 	 sok 	 CP000800 	 417
RF01830 	 StyR-44 	 CP000800 	 491
RF01830 	 StyR-44 	 CP000800 	 495
RF01794 	 sok 	 CP000800 	 517
RF01766 	 cspA 	 CP000800 	 531
RF01794 	 sok 	 CP000800 	 549
RF00013 	 6S 	 CP000800 	 555
RF00128 	 GlmY_tke1 	 CP000800 	 557
RF00022 	 GcvB 	 CP000800 	 566
RF01830 	 StyR-44 	 CP000800 	 570
RF01830 	 StyR-44 	 CP000800 	 575
RF01394 	 isrK 	 CP000800 	 587
RF00174 	 Cobalamin 	 CP000800 	 692
RF02069 	 STnc70 	 CP000800 	 801
RF00005 	 tRNA 	 CP000800 	 843
RF00005 	 tRNA 	 CP000800 	 901
RF00083 	 GlmZ_SraJ 	 CP000800 	 913
RF00005 	 tRNA 	 CP000800 	 1002
RF00005 	 tRNA 	 CP000800 	 1318
RF00005 	 tRNA 	 CP000800 	 1428
RF00126 	 ryfA 	 CP000800 	 1763
RF01394 	 isrK 	 CP000800 	 1794
RF00040 	 rne5 	 CP000800 	 1872
RF00005 	 tRNA 	 CP000800 	 1898
RF00005 	 tRNA 	 CP000800 	 1929
RF00005 	 tRNA 	 CP000800 	 1998
RF00005 	 tRNA 	 CP000800 	 2006
RF00005 	 tRNA 	 CP000800 	 2091
RF01707 	 JUMPstart 	 CP000800 	 2112
RF00005 	 tRNA 	 CP000800 	 2232
RF00005 	 tRNA 	 CP000800 	 2334
RF00005 	 tRNA 	 CP000800 	 2371
RF00005 	 tRNA 	 CP000800 	 2417
RF00005 	 tRNA 	 CP000800 	 2455
RF00005 	 tRNA 	 CP000800 	 2538
RF01497 	 ALIL 	 CP000800 	 2660
RF01748 	 nuoG 	 CP000800 	 2673
RF00005 	 tRNA 	 CP000800 	 2691
RF01055 	 MOCO_RNA_motif 	 CP000800 	 2720
RF00005 	 tRNA 	 CP000800 	 2747
RF00001 	 5S_rRNA 	 CP000800 	 2958
RF01766 	 cspA 	 CP000800 	 2965
RF00005 	 tRNA 	 CP000800 	 3000
RF00005 	 tRNA 	 CP000800 	 3044
RF00005 	 tRNA 	 CP000800 	 3098
RF00078 	 MicA 	 CP000800 	 3104
RF00391 	 RtT 	 CP000800 	 3135
RF00001 	 5S_rRNA 	 CP000800 	 3142
RF01989 	 SECIS_3 	 CP000800 	 3390
RF01794 	 sok 	 CP000800 	 3436
RF00005 	 tRNA 	 CP000800 	 3493
RF00001 	 5S_rRNA 	 CP000800 	 3594
RF01754 	 radC 	 CP000800 	 3742
RF01668 	 P10 	 CP000800 	 3778
RF00001 	 5S_rRNA 	 CP000800 	 3811
RF00001 	 5S_rRNA 	 CP000800 	 3951
RF00005 	 tRNA 	 CP000800 	 3991
RF01517 	 iscRS 	 CP000800 	 4195
RF00001 	 5S_rRNA 	 CP000800 	 4235
RF00111 	 RyeB 	 CP000800 	 4271
RF00005 	 tRNA 	 CP000800 	 4430
RF00005 	 tRNA 	 CP000800 	 4567
RF00001 	 5S_rRNA 	 CP000800 	 4599
RF00005 	 tRNA 	 CP000800 	 4759
RF00101 	 SraC_RyeA 	 CP000800 	 4770
RF00005 	 tRNA 	 CP000800 	 4834
RF00005 	 tRNA 	 CP000800 	 4846
RF00005 	 tRNA 	 CP000800 	 4971
RF00005 	 tRNA 	 CP000800 	 4978
RF00005 	 tRNA 	 CP000800 	 4991
RF00005 	 tRNA 	 CP000800 	 5064
RF00005 	 tRNA 	 CP000800 	 5128
RF00001 	 5S_rRNA 	 CP000800 	 5155
RF00005 	 tRNA 	 CP000800 	 5164
RF00077 	 SraB 	 CP000800 	 5200
RF01794 	 sok 	 CP000800 	 5236
RF00005 	 tRNA 	 CP000800 	 5237
RF00033 	 MicF 	 CP000800 	 5266
RF00005 	 tRNA 	 CP000800 	 5288
RF01056 	 Mg_sensor 	 CP000800 	 5622
RF01707 	 JUMPstart 	 CP000800 	 5652
RF00005 	 tRNA 	 CP000800 	 5681
RF00005 	 tRNA 	 CP000800 	 5728
RF00005 	 tRNA 	 CP000800 	 6150
RF00005 	 tRNA 	 CP000800 	 6151
RF01394 	 isrK 	 CP000800 	 6238
RF00005 	 tRNA 	 CP000800 	 6352
RF00005 	 tRNA 	 CP000800 	 6394
RF00005 	 tRNA 	 CP000800 	 6415
RF00005 	 tRNA 	 CP000800 	 6490
RF00005 	 tRNA 	 CP000800 	 6520
RF00029 	 Intron_gpII 	 CP000800 	 6533
RF00005 	 tRNA 	 CP000800 	 6573
RF00029 	 Intron_gpII 	 CP000800 	 6574
RF00005 	 tRNA 	 CP000800 	 6586
RF00005 	 tRNA 	 CP000800 	 6673
RF00382 	 DnaX 	 CP000800 	 6745
RF00005 	 tRNA 	 CP000800 	 6863
RF00005 	 tRNA 	 CP000800 	 6864
RF02031 	 tpke11 	 CP000800 	 7027
RF00029 	 Intron_gpII 	 CP000800 	 7085
