#RfamID	RfamAlias	EMBLAccession	ExpressionRank
RF01118 	 PK-G12rRNA 	 AE017225 	 21
RF00005 	 tRNA 	 AM180355 	 151
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 185
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 193
RF00005 	 tRNA 	 AM180355 	 195
RF01118 	 PK-G12rRNA 	 AM180355 	 213
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 215
RF00230 	 T-box 	 AM180355 	 235
RF01051 	 c-di-GMP-I 	 AM180355 	 237
RF01118 	 PK-G12rRNA 	 AM180355 	 252
RF00001 	 5S_rRNA 	 AM180355 	 254
RF01118 	 PK-G12rRNA 	 AM180355 	 267
RF00005 	 tRNA 	 AM180355 	 323
RF00230 	 T-box 	 AM180355 	 336
RF00167 	 Purine 	 AM180355 	 358
RF00559 	 L21_leader 	 AM180355 	 398
RF00174 	 Cobalamin 	 AM180355 	 408
RF00005 	 tRNA 	 AM180355 	 426
RF00558 	 L20_leader 	 AM180355 	 427
RF00005 	 tRNA 	 AM180355 	 436
RF00059 	 TPP 	 AM180355 	 437
RF00230 	 T-box 	 AM180355 	 461
RF00005 	 tRNA 	 AM180355 	 462
RF00005 	 tRNA 	 AM180355 	 476
RF01764 	 yjdF 	 AM180355 	 495
RF00504 	 Glycine 	 AM180355 	 522
RF00005 	 tRNA 	 AM180355 	 529
RF01342 	 CRISPR-DR32 	 AM180355 	 544
RF01089 	 PK-repBA 	 AM180355 	 575
RF00050 	 FMN 	 AM180355 	 576
RF01051 	 c-di-GMP-I 	 AM180355 	 577
RF00005 	 tRNA 	 AM180355 	 597
RF00522 	 PreQ1 	 AM180355 	 621
RF01327 	 CRISPR-DR14 	 AM180355 	 622
RF01852 	 tRNA-Sec 	 AM180355 	 623
RF00001 	 5S_rRNA 	 AM180355 	 637
RF00230 	 T-box 	 AM180355 	 638
RF00005 	 tRNA 	 AM180355 	 639
RF00005 	 tRNA 	 AM180355 	 668
RF01118 	 PK-G12rRNA 	 AM180355 	 684
RF00001 	 5S_rRNA 	 AM180355 	 685
RF01990 	 SECIS_4 	 AM180355 	 686
RF00230 	 T-box 	 AM180355 	 706
RF00005 	 tRNA 	 AM180355 	 722
RF00005 	 tRNA 	 AM180355 	 723
RF00002 	 5_8S_rRNA 	 AM180355 	 744
RF00234 	 glmS 	 AM180355 	 761
RF00167 	 Purine 	 AM180355 	 762
RF00005 	 tRNA 	 AM180355 	 763
RF00005 	 tRNA 	 AM180355 	 764
RF00174 	 Cobalamin 	 AM180355 	 765
RF00005 	 tRNA 	 AM180355 	 787
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 788
RF00005 	 tRNA 	 AM180355 	 822
RF00023 	 tmRNA 	 AM180355 	 823
RF00556 	 L19_leader 	 AM180355 	 824
RF00002 	 5_8S_rRNA 	 AM180355 	 856
RF00005 	 tRNA 	 AM180355 	 857
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 890
RF00167 	 Purine 	 AM180355 	 891
RF00005 	 tRNA 	 AM180355 	 892
RF00005 	 tRNA 	 AM180355 	 893
RF01051 	 c-di-GMP-I 	 AM180355 	 929
RF00005 	 tRNA 	 AM180355 	 965
RF00023 	 tmRNA 	 AM180355 	 966
RF00005 	 tRNA 	 AM180355 	 967
RF00230 	 T-box 	 AM180355 	 968
RF00005 	 tRNA 	 AM180355 	 969
RF00005 	 tRNA 	 AM180355 	 970
RF00005 	 tRNA 	 AM180355 	 1012
RF00005 	 tRNA 	 AM180355 	 1013
RF00005 	 tRNA 	 AM180355 	 1014
RF00005 	 tRNA 	 AM180355 	 1015
RF00168 	 Lysine 	 AM180355 	 1016
RF00002 	 5_8S_rRNA 	 AM180355 	 1017
RF00230 	 T-box 	 AM180355 	 1067
RF00005 	 tRNA 	 AM180355 	 1068
RF00005 	 tRNA 	 AM180355 	 1069
RF00005 	 tRNA 	 AM180355 	 1070
RF00005 	 tRNA 	 AM180355 	 1133
RF00005 	 tRNA 	 AM180355 	 1134
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 1135
RF00005 	 tRNA 	 AM180355 	 1203
RF00002 	 5_8S_rRNA 	 AM180355 	 1204
RF00005 	 tRNA 	 AM180355 	 1205
RF00005 	 tRNA 	 AM180355 	 1206
RF00005 	 tRNA 	 AM180355 	 1286
RF00005 	 tRNA 	 AM180355 	 1287
RF00005 	 tRNA 	 AM180355 	 1338
RF00005 	 tRNA 	 AM180355 	 1339
RF00168 	 Lysine 	 AM180355 	 1340
RF00050 	 FMN 	 AM180355 	 1341
RF00005 	 tRNA 	 AM180355 	 1342
RF00002 	 5_8S_rRNA 	 AM180355 	 1343
RF00002 	 5_8S_rRNA 	 AM180355 	 1425
RF00005 	 tRNA 	 AM180355 	 1426
RF00005 	 tRNA 	 AM180355 	 1427
RF00005 	 tRNA 	 AM180355 	 1511
RF00002 	 5_8S_rRNA 	 AM180355 	 1512
RF00005 	 tRNA 	 AM180355 	 1513
RF00230 	 T-box 	 AM180355 	 1514
RF00005 	 tRNA 	 AM180355 	 1515
RF00005 	 tRNA 	 AM180355 	 1614
RF00005 	 tRNA 	 AM180355 	 1615
RF00005 	 tRNA 	 AM180355 	 1616
RF00005 	 tRNA 	 AM180355 	 1617
RF00005 	 tRNA 	 AM180355 	 1618
RF00005 	 tRNA 	 AM180355 	 1724
RF00162 	 SAM 	 AM180355 	 1725
RF00005 	 tRNA 	 AM180355 	 1726
RF01857 	 Archaea_SRP 	 AM180355 	 1727
RF01854 	 Bacteria_large_SRP 	 AM180355 	 1728
RF00230 	 T-box 	 AM180355 	 1729
RF00005 	 tRNA 	 AM180355 	 1730
RF00005 	 tRNA 	 AM180355 	 1731
RF00005 	 tRNA 	 AM180355 	 1732
RF00230 	 T-box 	 AM180355 	 1733
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 1861
RF00005 	 tRNA 	 AM180355 	 1862
RF01051 	 c-di-GMP-I 	 AM180355 	 1863
RF00230 	 T-box 	 AM180355 	 1864
RF00005 	 tRNA 	 AM180355 	 2006
RF01118 	 PK-G12rRNA 	 AM180355 	 2007
RF00162 	 SAM 	 AM180355 	 2008
RF00504 	 Glycine 	 AM180355 	 2009
RF01327 	 CRISPR-DR14 	 AM180355 	 2010
RF01327 	 CRISPR-DR14 	 AM180355 	 2011
RF01051 	 c-di-GMP-I 	 AM180355 	 2012
RF00230 	 T-box 	 AM180355 	 2013
RF00005 	 tRNA 	 AM180355 	 2014
RF00174 	 Cobalamin 	 AM180355 	 2015
RF01361 	 CRISPR-DR48 	 AM180355 	 2016
RF00001 	 5S_rRNA 	 AM180355 	 2017
RF00005 	 tRNA 	 AM180355 	 2183
RF00023 	 tmRNA 	 AM180355 	 2184
RF01118 	 PK-G12rRNA 	 AM180355 	 2185
RF00230 	 T-box 	 AM180355 	 2186
RF01725 	 SAM-I-IV-variant 	 AM180355 	 2187
RF00230 	 T-box 	 AM180355 	 2188
RF00005 	 tRNA 	 AM180355 	 2189
RF00005 	 tRNA 	 AM180355 	 2190
RF00005 	 tRNA 	 AM180355 	 2191
RF00230 	 T-box 	 AM180355 	 2192
RF00028 	 Intron_gpI 	 AM180355 	 2193
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 2396
RF00177 	 SSU_rRNA_bacteria 	 AM180355 	 2397
RF01327 	 CRISPR-DR14 	 AM180355 	 2398
RF01327 	 CRISPR-DR14 	 AM180355 	 2399
RF01327 	 CRISPR-DR14 	 AM180355 	 2400
RF00169 	 Bacteria_small_SRP 	 AM180355 	 2401
RF00162 	 SAM 	 AM180355 	 2402
RF00230 	 T-box 	 AM180355 	 2403
RF00002 	 5_8S_rRNA 	 AM180355 	 2404
RF00005 	 tRNA 	 AM180355 	 2405
RF00005 	 tRNA 	 AM180355 	 2406
RF00005 	 tRNA 	 AM180355 	 2407
RF00005 	 tRNA 	 AM180355 	 2408
RF01118 	 PK-G12rRNA 	 AM180355 	 2409
RF00230 	 T-box 	 AM180355 	 2410
RF00001 	 5S_rRNA 	 AM180355 	 2411
RF01118 	 PK-G12rRNA 	 AM180355 	 2613
RF00005 	 tRNA 	 AM180355 	 2614
RF00162 	 SAM 	 AM180355 	 2615
RF01749 	 pan 	 AM180355 	 2616
RF00230 	 T-box 	 AM180355 	 2617
RF01327 	 CRISPR-DR14 	 AM180355 	 2618
RF01327 	 CRISPR-DR14 	 AM180355 	 2619
RF01327 	 CRISPR-DR14 	 AM180355 	 2620
RF01327 	 CRISPR-DR14 	 AM180355 	 2621
RF00167 	 Purine 	 AM180355 	 2622
RF00230 	 T-box 	 AM180355 	 2623
RF00001 	 5S_rRNA 	 AM180355 	 2875
RF01327 	 CRISPR-DR14 	 AM180355 	 2876
RF01327 	 CRISPR-DR14 	 AM180355 	 2877
RF00005 	 tRNA 	 AM180355 	 2878
RF00005 	 tRNA 	 AM180355 	 2879
RF00005 	 tRNA 	 AM180355 	 2880
RF00230 	 T-box 	 AM180355 	 2881
RF00515 	 PyrR 	 AM180355 	 2882
RF01327 	 CRISPR-DR14 	 AM180355 	 3167
RF00005 	 tRNA 	 AM180355 	 3168
RF00023 	 tmRNA 	 AM180355 	 3169
RF00001 	 5S_rRNA 	 AM180355 	 3170
RF01364 	 CRISPR-DR51 	 AM180355 	 3171
RF01327 	 CRISPR-DR14 	 AM180355 	 3172
RF01327 	 CRISPR-DR14 	 AM180355 	 3173
RF00230 	 T-box 	 AM180355 	 3174
RF00005 	 tRNA 	 AM180355 	 3175
RF01327 	 CRISPR-DR14 	 AM180355 	 3176
RF00230 	 T-box 	 AM180355 	 3177
RF01051 	 c-di-GMP-I 	 AM180355 	 3178
RF01118 	 PK-G12rRNA 	 AM180355 	 3179
RF01327 	 CRISPR-DR14 	 AM180355 	 3180
RF01989 	 SECIS_3 	 AM180355 	 3181
RF01051 	 c-di-GMP-I 	 AM180355 	 3515
RF00230 	 T-box 	 AM180355 	 3516
RF01118 	 PK-G12rRNA 	 AM180355 	 3517
RF00238 	 ctRNA_pND324 	 AM180355 	 3518
RF01118 	 PK-G12rRNA 	 AM180355 	 3519
RF00162 	 SAM 	 AM180355 	 3520
RF01327 	 CRISPR-DR14 	 AM180355 	 3521
RF01327 	 CRISPR-DR14 	 AM180355 	 3522
RF01327 	 CRISPR-DR14 	 AM180355 	 3523
RF00168 	 Lysine 	 AM180355 	 3524
RF01734 	 crcB 	 AM180355 	 3525
RF00005 	 tRNA 	 AM180355 	 3526
RF00001 	 5S_rRNA 	 AM180355 	 3898
RF01327 	 CRISPR-DR14 	 AM180355 	 3899
RF00230 	 T-box 	 AM180355 	 3900
RF00050 	 FMN 	 AM180355 	 3901
RF00442 	 ykkC-yxkD 	 AM180355 	 3902
RF00080 	 yybP-ykoY 	 AM180355 	 3903
RF01361 	 CRISPR-DR48 	 AM180355 	 3904
RF00001 	 5S_rRNA 	 AM180355 	 3905
RF01786 	 c-di-GMP-II 	 AM180355 	 3906
RF00005 	 tRNA 	 AM180355 	 3907
RF00005 	 tRNA 	 AM180355 	 3908
RF00005 	 tRNA 	 AM180355 	 4369
RF00001 	 5S_rRNA 	 AM180355 	 4370
RF00005 	 tRNA 	 AM180355 	 4371
RF00023 	 tmRNA 	 AM180355 	 4372
RF00005 	 tRNA 	 AM180355 	 4373
RF01327 	 CRISPR-DR14 	 AM180355 	 4374
RF00059 	 TPP 	 AM180355 	 4375
RF00005 	 tRNA 	 AM180355 	 4376
RF01327 	 CRISPR-DR14 	 AM180355 	 4377
RF01327 	 CRISPR-DR14 	 AM180355 	 4378
RF00515 	 PyrR 	 AM180355 	 4379
RF00242 	 ctRNA_pT181 	 AM180355 	 4380
RF01327 	 CRISPR-DR14 	 AM180355 	 4381
RF01786 	 c-di-GMP-II 	 AM180355 	 4382
RF01051 	 c-di-GMP-I 	 AM180355 	 4383
RF00168 	 Lysine 	 AM180355 	 4384
RF01786 	 c-di-GMP-II 	 AM180355 	 4385
RF00515 	 PyrR 	 AM180355 	 4386
RF00005 	 tRNA 	 AM180355 	 4387
RF00442 	 ykkC-yxkD 	 AM180355 	 4388
RF00238 	 ctRNA_pND324 	 AM180355 	 4389
RF00005 	 tRNA 	 AM180355 	 4966
RF00059 	 TPP 	 AM180355 	 4967
RF01342 	 CRISPR-DR32 	 AM180355 	 4968
RF00005 	 tRNA 	 AM180355 	 4969
RF00238 	 ctRNA_pND324 	 AM180355 	 4970
RF02004 	 group-II-D1D4-5 	 AM180355 	 4971
RF00005 	 tRNA 	 AM180355 	 5395
RF01990 	 SECIS_4 	 AM180355 	 5396
RF01051 	 c-di-GMP-I 	 AM180355 	 5397
RF00238 	 ctRNA_pND324 	 AM180355 	 5398
RF00504 	 Glycine 	 AM180355 	 5399
RF00238 	 ctRNA_pND324 	 AM180355 	 5400
RF00005 	 tRNA 	 AM180355 	 5401
RF00005 	 tRNA 	 AM180355 	 5402
RF00029 	 Intron_gpII 	 AM180355 	 5403
RF00177 	 SSU_rRNA_bacteria 	 CP000800 	 1
RF00177 	 SSU_rRNA_bacteria 	 CP000800 	 2
RF00177 	 SSU_rRNA_bacteria 	 CP000800 	 3
RF00177 	 SSU_rRNA_bacteria 	 CP000800 	 4
RF00177 	 SSU_rRNA_bacteria 	 CP000800 	 5
RF00177 	 SSU_rRNA_bacteria 	 CP000800 	 8
RF00177 	 SSU_rRNA_bacteria 	 CP000800 	 9
RF00140 	 Alpha_RBS 	 CP000800 	 14
RF00023 	 tmRNA 	 CP000800 	 59
RF00114 	 S15 	 CP000800 	 64
RF00127 	 t44 	 CP000800 	 76
RF00010 	 RNaseP_bact_a 	 CP000800 	 92
RF00018 	 CsrB 	 CP000800 	 97
RF01118 	 PK-G12rRNA 	 CP000800 	 99
RF01766 	 cspA 	 CP000800 	 106
RF00084 	 CsrC 	 CP000800 	 113
RF01118 	 PK-G12rRNA 	 CP000800 	 115
RF01118 	 PK-G12rRNA 	 CP000800 	 119
RF01766 	 cspA 	 CP000800 	 121
RF01118 	 PK-G12rRNA 	 CP000800 	 131
RF01118 	 PK-G12rRNA 	 CP000800 	 133
RF01118 	 PK-G12rRNA 	 CP000800 	 135
RF01118 	 PK-G12rRNA 	 CP000800 	 139
RF01766 	 cspA 	 CP000800 	 147
RF01830 	 StyR-44 	 CP000800 	 150
RF01830 	 StyR-44 	 CP000800 	 154
RF01830 	 StyR-44 	 CP000800 	 155
RF01794 	 sok 	 CP000800 	 170
RF01830 	 StyR-44 	 CP000800 	 192
RF01830 	 StyR-44 	 CP000800 	 195
RF01794 	 sok 	 CP000800 	 201
RF01766 	 cspA 	 CP000800 	 202
RF01794 	 sok 	 CP000800 	 208
RF00013 	 6S 	 CP000800 	 211
RF00128 	 GlmY_tke1 	 CP000800 	 212
RF00022 	 GcvB 	 CP000800 	 217
RF01830 	 StyR-44 	 CP000800 	 220
RF01830 	 StyR-44 	 CP000800 	 222
RF01394 	 isrK 	 CP000800 	 230
RF00174 	 Cobalamin 	 CP000800 	 259
RF02069 	 STnc70 	 CP000800 	 299
RF00005 	 tRNA 	 CP000800 	 316
RF00005 	 tRNA 	 CP000800 	 335
RF00083 	 GlmZ_SraJ 	 CP000800 	 341
RF00005 	 tRNA 	 CP000800 	 382
RF00005 	 tRNA 	 CP000800 	 480
RF00005 	 tRNA 	 CP000800 	 517
RF00126 	 ryfA 	 CP000800 	 653
RF01394 	 isrK 	 CP000800 	 668
RF00040 	 rne5 	 CP000800 	 692
RF00005 	 tRNA 	 CP000800 	 699
RF00005 	 tRNA 	 CP000800 	 713
RF00005 	 tRNA 	 CP000800 	 735
RF00005 	 tRNA 	 CP000800 	 737
RF00005 	 tRNA 	 CP000800 	 770
RF01707 	 JUMPstart 	 CP000800 	 776
RF00005 	 tRNA 	 CP000800 	 818
RF00005 	 tRNA 	 CP000800 	 846
RF00005 	 tRNA 	 CP000800 	 862
RF00005 	 tRNA 	 CP000800 	 882
RF00005 	 tRNA 	 CP000800 	 897
RF00005 	 tRNA 	 CP000800 	 922
RF01497 	 ALIL 	 CP000800 	 961
RF01748 	 nuoG 	 CP000800 	 965
RF00005 	 tRNA 	 CP000800 	 972
RF01055 	 MOCO_RNA_motif 	 CP000800 	 982
RF00005 	 tRNA 	 CP000800 	 994
RF00001 	 5S_rRNA 	 CP000800 	 1077
RF01766 	 cspA 	 CP000800 	 1080
RF00005 	 tRNA 	 CP000800 	 1091
RF00005 	 tRNA 	 CP000800 	 1108
RF00005 	 tRNA 	 CP000800 	 1130
RF00078 	 MicA 	 CP000800 	 1132
RF00391 	 RtT 	 CP000800 	 1146
RF00001 	 5S_rRNA 	 CP000800 	 1151
RF01989 	 SECIS_3 	 CP000800 	 1246
RF01794 	 sok 	 CP000800 	 1263
RF00005 	 tRNA 	 CP000800 	 1288
RF00001 	 5S_rRNA 	 CP000800 	 1320
RF01754 	 radC 	 CP000800 	 1376
RF01668 	 P10 	 CP000800 	 1393
RF00001 	 5S_rRNA 	 CP000800 	 1410
RF00001 	 5S_rRNA 	 CP000800 	 1457
RF00005 	 tRNA 	 CP000800 	 1469
RF01517 	 iscRS 	 CP000800 	 1536
RF00001 	 5S_rRNA 	 CP000800 	 1558
RF00111 	 RyeB 	 CP000800 	 1572
RF00005 	 tRNA 	 CP000800 	 1626
RF00005 	 tRNA 	 CP000800 	 1679
RF00001 	 5S_rRNA 	 CP000800 	 1689
RF00005 	 tRNA 	 CP000800 	 1740
RF00101 	 SraC_RyeA 	 CP000800 	 1743
RF00005 	 tRNA 	 CP000800 	 1764
RF00005 	 tRNA 	 CP000800 	 1769
RF00005 	 tRNA 	 CP000800 	 1819
RF00005 	 tRNA 	 CP000800 	 1821
RF00005 	 tRNA 	 CP000800 	 1830
RF00005 	 tRNA 	 CP000800 	 1857
RF00005 	 tRNA 	 CP000800 	 1878
RF00001 	 5S_rRNA 	 CP000800 	 1888
RF00005 	 tRNA 	 CP000800 	 1893
RF00077 	 SraB 	 CP000800 	 1907
RF01794 	 sok 	 CP000800 	 1920
RF00005 	 tRNA 	 CP000800 	 1921
RF00033 	 MicF 	 CP000800 	 1931
RF00005 	 tRNA 	 CP000800 	 1938
RF01056 	 Mg_sensor 	 CP000800 	 2057
RF01707 	 JUMPstart 	 CP000800 	 2073
RF00005 	 tRNA 	 CP000800 	 2088
RF00005 	 tRNA 	 CP000800 	 2107
RF00005 	 tRNA 	 CP000800 	 2276
RF00005 	 tRNA 	 CP000800 	 2277
RF01394 	 isrK 	 CP000800 	 2307
RF00005 	 tRNA 	 CP000800 	 2339
RF00005 	 tRNA 	 CP000800 	 2349
RF00005 	 tRNA 	 CP000800 	 2356
RF00005 	 tRNA 	 CP000800 	 2384
RF00005 	 tRNA 	 CP000800 	 2399
RF00029 	 Intron_gpII 	 CP000800 	 2406
RF00005 	 tRNA 	 CP000800 	 2425
RF00029 	 Intron_gpII 	 CP000800 	 2426
RF00005 	 tRNA 	 CP000800 	 2434
RF00005 	 tRNA 	 CP000800 	 2454
RF00382 	 DnaX 	 CP000800 	 2479
RF00005 	 tRNA 	 CP000800 	 2513
RF00005 	 tRNA 	 CP000800 	 2514
RF02031 	 tpke11 	 CP000800 	 2587
RF00029 	 Intron_gpII 	 CP000800 	 2611
RF02030 	 tp2 	 CP000800 	 2637
RF01372 	 CRISPR-DR59 	 CP000800 	 2660
RF00371 	 sroE 	 CP000800 	 2709
RF02052 	 STnc630 	 CP000800 	 2715
RF00005 	 tRNA 	 CP000800 	 2827
RF00050 	 FMN 	 CP000800 	 2845
RF00005 	 tRNA 	 CP000800 	 2861
RF01372 	 CRISPR-DR59 	 CP000800 	 2866
RF00168 	 Lysine 	 CP000800 	 2931
RF00514 	 His_leader 	 CP000800 	 2988
RF00005 	 tRNA 	 CP000800 	 3024
RF00005 	 tRNA 	 CP000800 	 3041
RF00005 	 tRNA 	 CP000800 	 3055
RF00113 	 QUAD 	 CP000800 	 3064
RF00081 	 ArcZ 	 CP000800 	 3076
RF01409 	 STnc250 	 CP000800 	 3158
RF00005 	 tRNA 	 CP000800 	 3184
RF02194 	 HPnc0260 	 CP000800 	 3205
RF00005 	 tRNA 	 CP000800 	 3206
RF00005 	 tRNA 	 CP000800 	 3329
RF00630 	 P26 	 CP000800 	 3371
RF00005 	 tRNA 	 CP000800 	 3491
RF00005 	 tRNA 	 CP000800 	 3492
RF00505 	 RydC 	 CP000800 	 3525
RF00059 	 TPP 	 CP000800 	 3540
RF00128 	 GlmY_tke1 	 CP000800 	 3651
RF00124 	 IS102 	 CP000800 	 3652
RF00534 	 SgrS 	 CP000800 	 3653
RF00113 	 QUAD 	 CP000800 	 3769
RF00005 	 tRNA 	 CP000800 	 3804
RF00021 	 Spot_42 	 CP000800 	 3899
RF00005 	 tRNA 	 CP000800 	 3929
RF00169 	 Bacteria_small_SRP 	 CP000800 	 3945
RF01683 	 P6 	 CP000800 	 3961
RF01394 	 isrK 	 CP000800 	 3962
RF02064 	 STnc370 	 CP000800 	 3963
RF00083 	 GlmZ_SraJ 	 CP000800 	 3997
RF00370 	 sroD 	 CP000800 	 4055
RF00124 	 IS102 	 CP000800 	 4056
RF01794 	 sok 	 CP000800 	 4093
RF01317 	 CRISPR-DR4 	 CP000800 	 4120
RF00005 	 tRNA 	 CP000800 	 4156
RF02029 	 sraA 	 CP000800 	 4169
RF00506 	 Thr_leader 	 CP000800 	 4192
RF02057 	 STnc40 	 CP000800 	 4210
RF00005 	 tRNA 	 CP000800 	 4211
RF01068 	 mini-ykkC 	 CP000800 	 4212
RF00117 	 C0719 	 CP000800 	 4231
RF00174 	 Cobalamin 	 CP000800 	 4273
RF00005 	 tRNA 	 CP000800 	 4290
RF01695 	 C4 	 CP000800 	 4291
RF00005 	 tRNA 	 CP000800 	 4292
RF01342 	 CRISPR-DR32 	 CP000800 	 4293
RF00110 	 RybB 	 CP000800 	 4334
RF02082 	 STnc540 	 CP000800 	 4362
RF00005 	 tRNA 	 CP000800 	 4363
RF00080 	 yybP-ykoY 	 CP000800 	 4380
RF02079 	 STnc180 	 CP000800 	 4400
RF02081 	 STnc550 	 CP000800 	 4401
RF00001 	 5S_rRNA 	 CP000800 	 4402
RF01366 	 CRISPR-DR53 	 CP000800 	 4403
RF01794 	 sok 	 CP000800 	 4423
RF02111 	 IS009 	 CP000800 	 4448
RF00080 	 yybP-ykoY 	 CP000800 	 4449
RF01813 	 rdlD 	 CP000800 	 4450
RF01771 	 rnk_leader 	 CP000800 	 4451
RF00005 	 tRNA 	 CP000800 	 4509
RF00113 	 QUAD 	 CP000800 	 4510
RF01394 	 isrK 	 CP000800 	 4551
RF01695 	 C4 	 CP000800 	 4552
RF00005 	 tRNA 	 CP000800 	 4553
RF00552 	 rncO 	 CP000800 	 4554
RF00005 	 tRNA 	 CP000800 	 4579
RF01794 	 sok 	 CP000800 	 4580
RF01317 	 CRISPR-DR4 	 CP000800 	 4581
RF01989 	 SECIS_3 	 CP000800 	 4609
RF01813 	 rdlD 	 CP000800 	 4633
RF00005 	 tRNA 	 CP000800 	 4634
RF02051 	 STnc450 	 CP000800 	 4635
RF00122 	 GadY 	 CP000800 	 4660
RF00082 	 SraG 	 CP000800 	 4682
RF01832 	 ROSE_2 	 CP000800 	 4729
RF00035 	 OxyS 	 CP000800 	 4730
RF01794 	 sok 	 CP000800 	 4731
RF00112 	 CyaR_RyeE 	 CP000800 	 4756
RF01407 	 STnc560 	 CP000800 	 4790
RF01769 	 greA 	 CP000800 	 4791
RF00519 	 suhB 	 CP000800 	 4861
RF00005 	 tRNA 	 CP000800 	 4889
RF01372 	 CRISPR-DR59 	 CP000800 	 4928
RF01770 	 rimP 	 CP000800 	 4969
RF01813 	 rdlD 	 CP000800 	 4970
RF00113 	 QUAD 	 CP000800 	 5005
RF01989 	 SECIS_3 	 CP000800 	 5043
RF00005 	 tRNA 	 CP000800 	 5080
RF01988 	 SECIS_2 	 CP000800 	 5081
RF00519 	 suhB 	 CP000800 	 5121
RF00014 	 DsrA 	 CP000800 	 5122
RF01408 	 sraL 	 CP000800 	 5123
RF01372 	 CRISPR-DR59 	 CP000800 	 5163
RF01796 	 frnS 	 CP000800 	 5224
RF01356 	 CRISPR-DR28 	 CP000800 	 5225
RF00005 	 tRNA 	 CP000800 	 5226
RF00059 	 TPP 	 CP000800 	 5227
RF01859 	 Phe_leader 	 CP000800 	 5283
RF02111 	 IS009 	 CP000800 	 5396
RF01365 	 CRISPR-DR52 	 CP000800 	 5451
RF01813 	 rdlD 	 CP000800 	 5452
RF00118 	 rydB 	 CP000800 	 5453
RF00059 	 TPP 	 CP000800 	 5454
RF00005 	 tRNA 	 CP000800 	 5524
RF01356 	 CRISPR-DR28 	 CP000800 	 5525
RF00391 	 RtT 	 CP000800 	 5598
RF01705 	 Flavo-1 	 CP000800 	 5599
RF01356 	 CRISPR-DR28 	 CP000800 	 5600
RF00391 	 RtT 	 CP000800 	 5689
RF01394 	 isrK 	 CP000800 	 5690
RF02074 	 STnc240 	 CP000800 	 5691
RF00369 	 sroC 	 CP000800 	 5692
RF00368 	 sroB 	 CP000800 	 5780
RF00115 	 IS061 	 CP000800 	 5874
RF00113 	 QUAD 	 CP000800 	 5980
RF00113 	 QUAD 	 CP000800 	 5981
RF01730 	 Termite-leu 	 CP000800 	 5982
RF00005 	 tRNA 	 CP000800 	 5983
RF00005 	 tRNA 	 CP000800 	 5984
RF00519 	 suhB 	 CP000800 	 5985
RF00005 	 tRNA 	 CP000800 	 6106
RF01813 	 rdlD 	 CP000800 	 6107
RF00489 	 ctRNA_p42d 	 CP000800 	 6108
RF00005 	 tRNA 	 CP000800 	 6109
RF00005 	 tRNA 	 CP000800 	 6110
RF00512 	 Leu_leader 	 CP000800 	 6111
RF00005 	 tRNA 	 CP000800 	 6112
RF00519 	 suhB 	 CP000800 	 6251
RF02076 	 STnc100 	 CP000800 	 6252
RF01695 	 C4 	 CP000800 	 6253
RF00005 	 tRNA 	 CP000800 	 6254
RF00079 	 OmrA-B 	 CP000800 	 6255
RF00519 	 suhB 	 CP000800 	 6256
RF02060 	 STnc410 	 CP000800 	 6257
RF00519 	 suhB 	 CP000800 	 6258
RF01385 	 isrA 	 CP000800 	 6259
RF00119 	 C0299 	 CP000800 	 6388
RF00391 	 RtT 	 CP000800 	 6389
RF01695 	 C4 	 CP000800 	 6390
RF01356 	 CRISPR-DR28 	 CP000800 	 6391
RF01356 	 CRISPR-DR28 	 CP000800 	 6392
RF00113 	 QUAD 	 CP000800 	 6393
RF00079 	 OmrA-B 	 CP000800 	 6394
RF00391 	 RtT 	 CP000800 	 6395
RF02111 	 IS009 	 CP000800 	 6396
RF02076 	 STnc100 	 CP000800 	 6524
RF00513 	 Trp_leader 	 CP000800 	 6525
RF00005 	 tRNA 	 CP000800 	 6526
RF00034 	 RprA 	 CP000800 	 6527
RF01340 	 CRISPR-DR29 	 CP000800 	 6528
RF02083 	 OrzO-P 	 CP000800 	 6529
RF02111 	 IS009 	 CP000800 	 6530
RF00005 	 tRNA 	 CP000800 	 6531
RF01400 	 istR 	 CP000800 	 6532
RF00005 	 tRNA 	 CP000800 	 6533
RF00512 	 Leu_leader 	 CP000800 	 6534
RF00005 	 tRNA 	 CP000800 	 6656
RF00116 	 C0465 	 CP000800 	 6657
RF00106 	 RNAI 	 CP000800 	 6658
RF01359 	 CRISPR-DR46 	 CP000800 	 6659
RF00057 	 RyhB 	 CP000800 	 6660
RF01852 	 tRNA-Sec 	 CP000800 	 6661
RF00372 	 sroH 	 CP000800 	 6662
RF02084 	 STnc130 	 CP000800 	 6663
RF00391 	 RtT 	 CP000800 	 6737
RF00039 	 DicF 	 CP000800 	 6738
RF00121 	 MicC 	 CP000800 	 6739
RF01356 	 CRISPR-DR28 	 CP000800 	 6740
RF01356 	 CRISPR-DR28 	 CP000800 	 6741
