RUF_ID RNAz_P_Values(Forward) RNA_type(Forward) RNAz_P_Values(Reverse) RNA_type(Reverse)
AM942759_785389_785455 NA NA NA NA
AM942759_947339_947482 0.000000 OTHER 0.000000 OTHER
AP009380_105489_105574 0.004209 OTHER 0.075962 OTHER
AP009380_1279426_1279600 0.000000 OTHER 0.000000 OTHER
AP009380_1400753_1400836 0.434367 OTHER 0.475215 OTHER
AP009380_1565039_1565131 0.020732 OTHER 0.728378 RNA
AP009380_1771296_1771361 0.722234 RNA 0.549729 RNA
AP009380_1813598_1813722 0.026006 OTHER 0.087251 OTHER
AP009380_1954647_1954706 0.047129 OTHER 0.050385 OTHER
AP009380_2018162_2018364 0.000000 OTHER 0.329433 OTHER
AP009380_2019260_2019415 0.960740 RNA 0.877785 RNA
AP009380_2026490_2026540 0.000000 OTHER 0.238130 OTHER
AP009380_2050508_2050600 0.891843 RNA 0.043863 OTHER
AP009380_2054817_2054945 0.000000 OTHER 0.024309 OTHER
AP009380_2071627_2071773 0.095587 OTHER 0.972157 RNA
AP009380_2087615_2087689 0.429477 OTHER 0.011337 OTHER
AP009380_2128844_2128962 0.058882 OTHER 0.053347 OTHER
AP009380_2238174_2238455 0.000000 OTHER 0.000001 OTHER
AP009380_2290945_2291145 0.000001 OTHER 0.000000 OTHER
AP009380_2336253_2336324 0.997553 RNA 0.998770 RNA
AP009380_254498_254611 0.000000 OTHER 0.000015 OTHER
AP009380_308277_308550 0.900328 RNA 0.936013 RNA
AP009380_356949_357047 0.012970 OTHER 0.012467 OTHER
AP009380_484745_484835 0.228219 OTHER 0.818612 RNA
AP009380_498626_498703 NA NA NA NA
AP009380_500489_500579 0.293595 OTHER 0.853717 RNA
AP009380_542134_542223 0.015891 OTHER 0.009342 OTHER
AP009380_771514_771609 0.737194 RNA 0.897126 RNA
AP009380_794960_795029 0.271901 OTHER 0.046730 OTHER
AP009380_824785_824914 0.572059 RNA 0.950240 RNA
AP009380_826209_826259 0.031226 OTHER 0.012803 OTHER
AP009380_854756_854988 0.268851 OTHER 0.007565 OTHER
BX548174_1104481_1104654 0.000000 OTHER 0.000000 OTHER
BX548174_1246641_1246729 NA NA NA NA
BX548174_1295893_1296040 0.813988 RNA 0.862624 RNA
BX548174_1321883_1321971 NA NA NA NA
BX548174_1375647_1375865 0.952596 RNA 0.647909 RNA
BX548174_1390123_1390193 NA NA NA NA
BX548174_1446318_1446429 0.978688 RNA 0.853248 RNA
BX548174_1481942_1482016 0.436952 OTHER 0.464936 OTHER
BX548174_1549740_1549886 0.033503 OTHER 0.005593 OTHER
BX548174_195990_196142 0.984647 RNA 0.739086 RNA
BX548174_241751_241940 NA NA NA NA
BX548174_258667_258842 0.007756 OTHER 0.000015 OTHER
BX548174_300244_300339 0.161788 OTHER 0.702631 RNA
BX548174_323953_324059 NA NA NA NA
BX548174_324243_324344 NA NA NA NA
BX548174_390563_390656 0.044376 OTHER 0.987055 RNA
BX548174_414313_414483 0.336961 OTHER 0.875396 RNA
BX548174_451451_451542 0.595240 RNA 0.000000 OTHER
BX548174_470304_470553 0.000000 OTHER 0.000010 OTHER
BX548174_520500_520591 NA NA NA NA
BX548174_540152_540286 0.000000 OTHER 0.000000 OTHER
BX548174_626760_626919 0.000000 OTHER 0.000000 OTHER
BX548174_656607_656703 NA NA NA NA
BX548174_713325_713477 0.007469 OTHER 0.000001 OTHER
BX548174_942258_942407 NA NA NA NA
BX548174_979900_979965 0.454062 OTHER 0.944625 RNA
BX548174_980123_980195 0.000000 OTHER 0.000000 OTHER
CP000100_1170773_1170842 0.023779 OTHER 0.948543 RNA
CP000100_1274258_1274437 0.991147 RNA 0.939583 RNA
CP000100_1421165_1421237 0.999076 RNA 0.997790 RNA
CP000100_1421317_1421474 0.005780 OTHER 0.000009 OTHER
CP000100_1536910_1536985 0.000000 OTHER 0.632514 RNA
CP000100_1838650_1838755 0.683417 RNA 0.573222 RNA
CP000100_219869_219926 0.239851 OTHER 0.696739 RNA
CP000100_2281075_2281199 0.976992 RNA 0.998423 RNA
CP000100_2288886_2288961 0.822119 RNA 0.403959 OTHER
CP000100_2299516_2299795 0.998530 RNA 0.996623 RNA
CP000100_2432877_2432950 0.646390 RNA 0.565438 RNA
CP000100_2596654_2596718 0.018705 OTHER 0.000002 OTHER
CP000100_2622882_2623090 0.998464 RNA 0.830625 RNA
CP000100_2638186_2638475 0.914010 RNA 0.768607 RNA
CP000100_323413_323780 0.997367 RNA 0.997033 RNA
CP000100_340129_340287 0.028199 OTHER 0.006411 OTHER
CP000100_403898_404015 0.992603 RNA 0.168911 OTHER
CP000100_643964_644173 0.676622 RNA 0.342867 OTHER
CP000143_1218673_1218790 0.776280 RNA 0.008447 OTHER
CP000143_1468_1574 0.431186 OTHER 0.052943 OTHER
CP000143_1945_2129 0.959878 RNA 0.005876 OTHER
CP000143_2592842_2592959 0.980710 RNA 0.585349 RNA
CP000143_290940_291030 0.003853 OTHER 0.000000 OTHER
CP000143_2919718_2919877 0.018051 OTHER 0.463978 OTHER
CP000143_292190_292422 0.970708 RNA 0.009725 OTHER
CP000143_2958269_2958350 0.000000 OTHER 0.000000 OTHER
CP000143_303213_303420 0.428430 OTHER 0.437221 OTHER
CP000143_319699_319836 0.999924 RNA 0.254024 OTHER
CP000143_509154_509289 NA NA NA NA
CP000143_792577_792831 0.927680 RNA 0.982591 RNA
CP000144_1470_1633 0.922371 RNA 0.564705 RNA
CP000144_16272_16435 0.813055 RNA 0.309094 OTHER
CP000144_1931_2131 0.999866 RNA 0.919305 RNA
CP000144_238502_238725 0.004401 OTHER 0.004272 OTHER
CP000144_33597_33674 0.995508 RNA 0.966440 RNA
CP000144_35144_35306 0.154907 OTHER 0.022215 OTHER
CP000144_35603_35803 0.999908 RNA 0.935220 RNA
CP000144_683392_683495 0.354354 OTHER 0.444719 OTHER
CP000144_857601_857693 0.953500 RNA 0.861102 RNA
CP000144_942651_943015 0.993464 RNA 0.006958 OTHER
CP000249_1271456_1271588 NA NA NA NA
CP000249_1410438_1410575 NA NA NA NA
CP000249_1798477_1798606 NA NA NA NA
CP000249_2422730_2422886 NA NA NA NA
CP000249_2552941_2553153 NA NA NA NA
CP000249_3847966_3848362 NA NA NA NA
CP000249_4797940_4798189 0.013380 OTHER 0.985536 RNA
CP000249_5197015_5197167 0.999756 RNA 0.997806 RNA
CP000249_5256732_5256900 0.891923 RNA 0.009672 OTHER
CP000249_5340751_5340877 0.973487 RNA 0.810279 RNA
CP000249_548147_548257 0.000000 OTHER 0.000000 OTHER
CP000249_810412_810517 NA NA NA NA
CP000249_889108_889294 0.000001 OTHER 0.000000 OTHER
CP000253_1201335_1201451 0.970417 RNA 0.067601 OTHER
CP000253_1670698_1670760 0.999077 RNA 0.998851 RNA
CP000253_1734331_1734576 0.518632 RNA 0.028620 OTHER
CP000253_1904455_1904670 0.796017 RNA 0.994792 RNA
CP000253_2127952_2128071 0.044880 OTHER 0.000000 OTHER
CP000253_2242338_2242630 0.000000 OTHER 0.000000 OTHER
CP000253_2300174_2300303 0.000000 OTHER 0.000016 OTHER
CP000253_2555792_2555932 0.310542 OTHER 0.866549 RNA
CP000253_450372_450738 NA NA NA NA
CP000253_492975_493098 0.000001 OTHER 0.039219 OTHER
CP000253_494651_495017 NA NA NA NA
CP000253_519077_519286 0.000000 OTHER 0.000000 OTHER
CP000253_529860_529959 0.003792 OTHER 0.000000 OTHER
CP000253_530907_531031 0.998511 RNA 0.309829 OTHER
CP000253_533111_533329 0.999901 RNA 0.979446 RNA
CP000253_748891_748953 0.000000 OTHER 0.000000 OTHER
CP000253_777130_777184 0.398466 OTHER 0.040067 OTHER
CP000438_1498998_1499096 0.732166 RNA 0.744512 RNA
CP000438_2154641_2154737 0.999422 RNA 0.999853 RNA
CP000438_2244040_2244160 0.000000 OTHER 0.000000 OTHER
CP000438_2362160_2362501 NA NA NA NA
CP000438_3675920_3676015 0.000000 OTHER 0.000000 OTHER
CP000438_3713501_3713607 0.070880 OTHER 0.742080 RNA
CP000438_4464873_4464954 0.916795 RNA 0.998694 RNA
CP000438_5157963_5158032 0.929601 RNA 0.006977 OTHER
CP000438_5288137_5288356 0.614010 RNA 0.091326 OTHER
CP000438_6315761_6315880 0.000000 OTHER 0.910603 RNA
CP000438_732702_733001 0.604600 RNA 0.036169 OTHER
CP000438_734889_734981 0.971855 RNA 0.000000 OTHER
CP000438_745545_745612 0.894617 RNA 0.000000 OTHER
CP000438_755071_755163 0.071504 OTHER 0.000009 OTHER
CP000438_759483_759559 0.003398 OTHER 0.000008 OTHER
CP000721_1572619_1572868 0.999685 RNA 0.999694 RNA
CP000721_1713744_1714065 0.831101 RNA 0.997225 RNA
CP000721_1832725_1833036 0.000000 OTHER 0.000000 OTHER
CP000721_191954_192115 0.308140 OTHER 0.028943 OTHER
CP000721_240228_240524 0.000000 OTHER 0.000000 OTHER
CP000721_2511924_2512215 0.015228 OTHER 0.299295 OTHER
CP000721_268738_268855 NA NA NA NA
CP000721_277880_278088 NA NA NA NA
CP000721_284792_285176 NA NA NA NA
CP000721_3106872_3107090 0.997335 RNA 0.999006 RNA
CP000721_3134597_3134747 0.000000 OTHER 0.000000 OTHER
CP000721_351928_352201 0.029757 OTHER 0.052632 OTHER
CP000721_3710931_3711129 0.210905 OTHER 0.000001 OTHER
CP000721_40077_40334 0.964553 RNA 0.739831 RNA
CP000721_4444653_4444785 NA NA NA NA
CP000721_4504675_4504906 NA NA NA NA
CP000721_522147_522347 0.012903 OTHER 0.003867 OTHER
CP000721_5300020_5300131 NA NA NA NA
CP000721_5860231_5860342 0.000000 OTHER 0.000000 OTHER
CP000721_615533_615620 0.000000 OTHER 0.000000 OTHER
CP000721_684026_684143 NA NA NA NA
CP000721_791430_791718 0.000000 OTHER 0.000000 OTHER
CP000721_838040_838283 NA NA NA NA
CP000800_106932_106994 0.053359 OTHER 0.000003 OTHER
CP000800_1098712_1098868 0.000005 OTHER 0.050343 OTHER
CP000800_1212019_1212158 0.532281 RNA 0.990686 RNA
CP000800_1224744_1225051 0.000000 OTHER 0.000000 OTHER
CP000800_1228833_1229045 0.096774 OTHER 0.000000 OTHER
CP000800_1352645_1352797 0.000000 OTHER 0.031075 OTHER
CP000800_1430886_1431076 0.163535 OTHER 0.008862 OTHER
CP000800_1765871_1766061 0.005809 OTHER 0.039306 OTHER
CP000800_191227_191486 0.999945 RNA 0.993346 RNA
CP000800_1925568_1925916 0.000000 OTHER 0.000000 OTHER
CP000800_1926349_1926462 0.000000 OTHER 0.000000 OTHER
CP000800_200988_201111 0.052253 OTHER 0.090396 OTHER
CP000800_2128877_2128927 0.004467 OTHER 0.000001 OTHER
CP000800_24291_24395 0.000000 OTHER 0.000000 OTHER
CP000800_2879070_2879243 0.000000 OTHER 0.000000 OTHER
CP000800_2880783_2881050 0.773635 RNA 0.992784 RNA
CP000800_2979638_2979874 0.000000 OTHER 0.000001 OTHER
CP000800_3274930_3275146 0.991263 RNA 0.999891 RNA
CP000800_3758574_3758721 0.166199 OTHER 0.981867 RNA
CP000800_3772361_3772430 0.990415 RNA 0.993725 RNA
CP000800_3786034_3786106 0.314607 OTHER 0.987191 RNA
CP000800_3788219_3788317 0.874152 RNA 0.895976 RNA
CP000800_3788786_3788884 0.000014 OTHER 0.000003 OTHER
CP000800_4127608_4127826 0.977886 RNA 0.999681 RNA
CP000800_4240156_4240208 0.070635 OTHER 0.999628 RNA
CP000800_4242779_4242842 0.000000 OTHER 0.000000 OTHER
CP000800_4259063_4259190 0.999880 RNA 0.999852 RNA
CP000800_4287469_4287601 0.000000 OTHER 0.000000 OTHER
CP000800_4360639_4360929 0.995496 RNA 0.435272 OTHER
CP000800_4454567_4454711 0.000001 OTHER 0.000000 OTHER
CP000800_4512580_4512698 0.998488 RNA 0.149430 OTHER
CP000800_4512853_4512969 0.412944 OTHER 0.000000 OTHER
CP000800_4517517_4517570 0.000000 OTHER 0.000000 OTHER
CP000800_4537118_4537306 0.000000 OTHER 0.000000 OTHER
CP000800_4732325_4732412 0.048239 OTHER 0.000000 OTHER
CP000800_4734075_4734162 0.080682 OTHER 0.000000 OTHER
CP000800_4951398_4951472 0.004432 OTHER 0.000000 OTHER
CP000800_4978271_4978368 0.000000 OTHER 0.000000 OTHER
CP000800_898267_898474 0.000005 OTHER 0.000002 OTHER
CP000947_1021925_1022078 0.000000 OTHER 0.038970 OTHER
CP000947_1022323_1022473 NA NA NA NA
CP000947_1031118_1031494 0.103912 OTHER 0.851747 RNA
CP000947_1301272_1301350 0.938139 RNA 0.936124 RNA
CP000947_1467905_1468072 0.993290 RNA 0.990618 RNA
CP000947_1536898_1536970 0.000000 OTHER 0.000000 OTHER
CP000947_1656617_1656682 0.995885 RNA 0.998010 RNA
CP000947_178824_178879 0.018705 OTHER 0.469069 OTHER
CP000947_1874324_1874604 0.516283 RNA 0.000001 OTHER
CP000947_1942399_1942616 0.642950 RNA 0.944619 RNA
CP000947_1972598_1972852 NA NA NA NA
CP000947_1974455_1974825 NA NA NA NA
CP000947_1985060_1985114 0.999518 RNA 0.999532 RNA
CP000947_1994282_1994381 0.045255 OTHER 0.942736 RNA
CP000947_2210054_2210317 0.629296 RNA 0.177849 OTHER
CP000947_2218073_2218271 0.997772 RNA 0.061255 OTHER
CP000947_2240513_2240578 0.092344 OTHER 0.924224 RNA
CP000947_2241824_2241993 0.048310 OTHER 0.938049 RNA
CP000947_2244006_2244092 0.955570 RNA 0.019833 OTHER
CP000947_259972_260116 0.999897 RNA 0.999971 RNA
CP000947_28176_28326 0.998634 RNA 0.954011 RNA
CP000947_29447_29732 0.999398 RNA 0.989080 RNA
CP000947_318131_318443 0.999961 RNA 0.999583 RNA
CP000947_471830_471937 0.000001 OTHER 0.009215 OTHER
CP000947_56620_56724 0.735328 RNA 0.902455 RNA
CP000947_607734_607787 NA NA NA NA
CP000947_701219_701381 0.000000 OTHER 0.000000 OTHER
CP000947_734328_734416 0.024227 OTHER 0.000000 OTHER
CP000947_754235_754403 NA NA NA NA
CP000947_764379_764480 0.027301 OTHER 0.003385 OTHER
CP000947_771573_771837 0.986263 RNA 0.478478 OTHER
CP000947_851440_851719 0.000001 OTHER 0.000000 OTHER
CP000947_873144_873212 0.241962 OTHER 0.776898 RNA
CP000951_1069517_1069581 NA NA NA NA
CP000951_1222212_1222338 0.000000 OTHER 0.659511 RNA
CP000951_1223836_1223941 NA NA NA NA
CP000951_162845_163050 0.000011 OTHER 0.132468 OTHER
CP000951_2013124_2013351 0.408276 OTHER 0.997244 RNA
CP000951_2013835_2013920 0.000004 OTHER 0.000000 OTHER
CP000951_2042402_2042578 0.830778 RNA 0.923438 RNA
CP000951_2301123_2301230 NA NA NA NA
CP000951_2301717_2301837 NA NA NA NA
CP000951_2302708_2302888 NA NA NA NA
CP000951_2796491_2796583 NA NA NA NA
CP000951_28852_28952 NA NA NA NA
CP000951_2927734_2927797 NA NA NA NA
CP000951_2935512_2935882 0.996547 RNA 0.963878 RNA
CP000951_299934_300040 NA NA NA NA
CP000951_986994_987178 NA NA NA NA
CP001503_1051788_1051941 0.000000 OTHER 0.000000 OTHER
CP001503_1352979_1353191 0.015815 OTHER 0.010039 OTHER
CP001503_1614686_1614814 0.107894 OTHER 0.000000 OTHER
CP001503_1615028_1615088 NA NA NA NA
CP001503_209110_209212 0.660329 RNA 0.000000 OTHER
CP001503_2338285_2338475 0.003999 OTHER 0.990217 RNA
CP001503_258920_259226 0.952901 RNA 0.007137 OTHER
CP001503_263446_263511 0.009138 OTHER 0.443233 OTHER
CP001503_264700_264759 0.998183 RNA 0.047776 OTHER
CP001503_265812_265957 0.997437 RNA 0.469959 OTHER
CP001503_267086_267386 0.251902 OTHER 0.000008 OTHER
CP001503_267882_267944 0.000000 OTHER 0.000000 OTHER
CP001503_279914_280195 0.000006 OTHER 0.000000 OTHER
CP001503_280574_280749 0.979192 RNA 0.004472 OTHER
CP001503_281218_281339 0.999731 RNA 0.999567 RNA
CP001503_284674_284821 0.999689 RNA 0.984886 RNA
CP001503_285131_285307 0.993628 RNA 0.799672 RNA
CP001503_285158_285313 0.982572 RNA 0.833087 RNA
CP001503_290061_290364 0.999025 RNA 0.987557 RNA
CP001503_2904716_2905066 0.999848 RNA 0.999778 RNA
CP001503_2922073_2922379 0.079868 OTHER 0.993619 RNA
CP001503_297026_297175 0.999223 RNA 0.927458 RNA
CP001503_297797_297921 0.908323 RNA 0.017174 OTHER
CP001503_3280454_3280715 0.660736 RNA 0.000006 OTHER
CP001503_3280914_3281100 0.999941 RNA 0.999055 RNA
CP001503_3550759_3550912 0.004687 OTHER 0.000004 OTHER
CP001503_3561349_3561540 0.999838 RNA 0.999908 RNA
CP001503_403305_403384 0.587285 RNA 0.000003 OTHER
CP001503_471121_471427 0.966154 RNA 0.012353 OTHER
CP001503_73750_73884 0.999868 RNA 0.998719 RNA
CP001503_76481_76551 0.999876 RNA 0.853461 RNA
CP001503_77428_77502 0.000008 OTHER 0.101820 OTHER
CP001503_78895_79040 0.998347 RNA 0.999298 RNA
CP001503_91306_91393 0.010698 OTHER 0.000001 OTHER
CP001503_948458_948694 0.844430 RNA 0.016910 OTHER
CP001503_983874_984012 0.980314 RNA 0.534629 RNA
CP001504_1005984_1006039 NA NA NA NA
CP001504_1043543_1043775 NA NA NA NA
CP001504_1238884_1239011 NA NA NA NA
CP001504_1441391_1441498 NA NA NA NA
CP001504_148426_148625 0.003146 OTHER 0.002631 OTHER
CP001504_1603093_1603195 NA NA NA NA
CP001504_1753843_1753963 NA NA NA NA
CP001504_1895830_1895884 NA NA NA NA
CP001504_2009976_2010101 0.000000 OTHER 0.000000 OTHER
CP001504_2083434_2083489 NA NA NA NA
CP001504_2094092_2094161 NA NA NA NA
CP001504_2298701_2298841 NA NA NA NA
CP001504_2322479_2322782 NA NA NA NA
CP001504_2339874_2340041 0.000000 OTHER 0.000000 OTHER
CP001504_2340969_2341054 NA NA NA NA
CP001504_2406215_2406316 NA NA NA NA
CP001504_2430056_2430233 NA NA NA NA
CP001504_2431524_2431739 NA NA NA NA
CP001504_2629408_2629496 NA NA NA NA
CP001504_2664324_2664499 NA NA NA NA
CP001504_2685115_2685263 NA NA NA NA
CP001504_2695974_2696077 NA NA NA NA
CP001504_318917_319053 NA NA NA NA
CP001504_372106_372172 0.000000 OTHER 0.000000 OTHER
CP001504_372363_372669 0.965413 RNA 0.013358 OTHER
CP001504_469839_469905 0.000000 OTHER 0.000000 OTHER
CP001504_470096_470402 0.954944 RNA 0.007137 OTHER
CP001504_772335_772444 0.919278 RNA 0.744741 RNA
CP001504_774577_774697 0.000000 OTHER 0.000000 OTHER
CP001504_933226_933432 0.000004 OTHER 0.000003 OTHER
CP001504_996580_996630 NA NA NA NA
CP001504_998080_998152 NA NA NA NA
CP002382_1149800_1150136 0.331108 OTHER 0.000000 OTHER
CP002382_1154606_1154965 0.010777 OTHER 0.000000 OTHER
CP002382_1172788_1172842 0.000003 OTHER 0.005062 OTHER
CP002382_1173065_1173139 0.011930 OTHER 0.000006 OTHER
CP002382_1378094_1378280 0.976942 RNA 0.982651 RNA
CP002382_1414391_1414688 0.982340 RNA 0.127596 OTHER
CP002382_1414893_1415056 0.996102 RNA 0.997516 RNA
CP002382_1461014_1461125 0.591742 RNA 0.881031 RNA
CP002382_1486797_1486983 0.395470 OTHER 0.057352 OTHER
CP002382_1487869_1487929 0.999078 RNA 0.987137 RNA
CP002382_1503796_1503882 0.000001 OTHER 0.037440 OTHER
CP002382_151110_151206 0.729344 RNA 0.197453 OTHER
CP002382_1511898_1511981 0.891576 RNA 0.007138 OTHER
CP002382_1651247_1651358 0.000000 OTHER 0.000000 OTHER
CP002382_1786503_1786748 0.819736 RNA 0.021718 OTHER
CP002382_1878245_1878301 0.000000 OTHER 0.000000 OTHER
CP002382_1945274_1945489 0.000000 OTHER 0.000009 OTHER
CP002382_1969689_1969765 0.011795 OTHER 0.000000 OTHER
CP002382_2126072_2126267 0.993022 RNA 0.915680 RNA
CP002382_2134116_2134190 0.073909 OTHER 0.789414 RNA
CP002382_2134476_2134526 0.000000 OTHER 0.050114 OTHER
CP002382_2135786_2135841 0.006467 OTHER 0.004287 OTHER
CP002382_2137665_2137716 0.000000 OTHER 0.003006 OTHER
CP002382_2142581_2142647 0.280435 OTHER 0.018561 OTHER
CP002382_2313659_2313814 0.955431 RNA 0.997990 RNA
CP002382_2344084_2344150 0.025043 OTHER 0.085784 OTHER
CP002382_2461174_2461249 0.203904 OTHER 0.040417 OTHER
CP002382_34832_34998 0.038260 OTHER 0.000000 OTHER
CP002382_394132_394197 0.002522 OTHER 0.000000 OTHER
CP002382_475560_475717 0.975356 RNA 0.036970 OTHER
CP002382_475881_476062 0.998562 RNA 0.509612 RNA
CP002382_478801_478936 0.992497 RNA 0.021449 OTHER
CP002382_761631_761906 0.976471 RNA 0.998515 RNA
CP002382_765782_765936 0.148648 OTHER 0.059934 OTHER
CP002382_889809_890005 0.000000 OTHER 0.000000 OTHER
CP002382_912145_912211 NA NA NA NA
CP002382_999794_999851 0.004113 OTHER 0.000006 OTHER
CP003200_1196490_1196707 0.000000 OTHER 0.000000 OTHER
CP003200_129236_129417 0.999738 RNA 0.958751 RNA
CP003200_1648795_1648914 0.252168 OTHER 0.079367 OTHER
CP003200_1732443_1732603 0.000000 OTHER 0.000000 OTHER
CP003200_1846320_1846617 0.005564 OTHER 0.000012 OTHER
CP003200_1932897_1933186 0.004850 OTHER 0.000000 OTHER
CP003200_3160660_3160856 0.000000 OTHER 0.000001 OTHER
CP003200_3344025_3344096 0.000000 OTHER 0.000000 OTHER
CP003200_3838233_3838497 0.547982 RNA 0.267031 OTHER
CP003200_3908460_3908780 0.219884 OTHER 0.042789 OTHER
CP003200_394729_394802 0.003447 OTHER 0.000000 OTHER
CP003200_4037337_4037557 0.000000 OTHER 0.000000 OTHER
CP003200_4086863_4086970 0.000000 OTHER 0.000000 OTHER
CP003200_4636995_4637084 0.998788 RNA 0.998040 RNA
CP003200_4650873_4650987 0.457175 OTHER 0.004533 OTHER
CP003200_4726877_4727051 0.003219 OTHER 0.185037 OTHER
CP003200_4746051_4746145 0.000000 OTHER 0.000000 OTHER
CP003200_4859473_4859732 0.000000 OTHER 0.000000 OTHER
CP003200_4860168_4860387 0.000000 OTHER 0.000000 OTHER
CP003200_4873856_4873924 0.257720 OTHER 0.991831 RNA
CP003200_4881054_4881128 0.000000 OTHER 0.000000 OTHER
CP003200_5266449_5266648 0.033750 OTHER 0.505123 RNA
CP003200_867205_867382 0.000000 OTHER 0.000000 OTHER
FN543502_1131389_1131521 0.000001 OTHER 0.000000 OTHER
FN543502_1243354_1243427 0.998439 RNA 0.889164 RNA
FN543502_1247226_1247510 NA NA NA NA
FN543502_1434701_1434823 0.763211 RNA 0.030350 OTHER
FN543502_1920141_1920401 0.999166 RNA 0.957739 RNA
FN543502_27006_27106 0.000000 OTHER 0.000000 OTHER
FN543502_3885865_3885968 0.000000 OTHER 0.000001 OTHER
FN543502_3963051_3963133 0.441807 OTHER 0.906887 RNA
FN543502_3967233_3967350 0.000001 OTHER 0.763502 RNA
FN543502_3967506_3967621 0.108759 OTHER 0.999366 RNA
FN543502_4016773_4016890 0.000000 OTHER 0.758864 RNA
FN543502_4407566_4407728 0.000015 OTHER 0.000000 OTHER
FN543502_4757060_4757183 0.010243 OTHER 0.000005 OTHER
U00089_119827_120056 0.968172 RNA 0.989513 RNA
U00089_141246_141381 0.196636 OTHER 0.980650 RNA
U00089_207421_207703 0.000002 OTHER 0.000000 OTHER
U00089_217534_217629 0.996820 RNA 0.944632 RNA
U00089_250272_250325 0.004540 OTHER 0.150186 OTHER
U00089_262022_262128 0.834741 RNA 0.395762 OTHER
U00089_271991_272048 0.199256 OTHER 0.976992 RNA
U00089_351015_351065 0.199256 OTHER 0.086693 OTHER
U00089_385688_385836 0.119984 OTHER 0.720760 RNA
U00089_392713_392909 0.746193 RNA 0.265288 OTHER
U00089_413299_413430 0.018705 OTHER 0.265288 OTHER
U00089_420238_420292 0.006869 OTHER 0.904835 RNA
U00089_453334_453421 0.168567 OTHER 0.095291 OTHER
U00089_469310_469373 0.092997 OTHER 0.624994 RNA
U00089_481995_482284 0.956881 RNA 0.994717 RNA
U00089_483245_483528 0.904249 RNA 0.689804 RNA
U00089_592218_592397 0.000017 OTHER 0.000000 OTHER
U00089_597824_597899 0.056980 OTHER 0.173422 OTHER
U00089_604584_604896 0.000003 OTHER 0.000001 OTHER
U00089_651244_651394 0.618235 RNA 0.557591 RNA
U00089_661124_661186 0.045199 OTHER 0.008751 OTHER
U00089_703619_703796 0.015214 OTHER 0.000004 OTHER
U00089_757781_757869 0.007111 OTHER 0.000001 OTHER
U00089_784073_784140 0.000000 OTHER 0.006268 OTHER
U00089_784405_784488 0.938049 RNA 0.977516 RNA
U00089_787980_788140 0.003023 OTHER 0.017725 OTHER
U00089_789323_789409 0.850307 RNA 0.941525 RNA
U00089_813398_813467 0.760039 RNA 0.871111 RNA
U00096_1019269_1019476 0.003290 OTHER 0.007755 OTHER
U00096_1112735_1112801 0.999478 RNA 0.999172 RNA
U00096_1146761_1146843 0.999936 RNA 0.998913 RNA
U00096_1150625_1150837 0.096774 OTHER 0.000000 OTHER
U00096_1797771_1797825 0.000000 OTHER 0.000000 OTHER
U00096_1798021_1798119 0.008534 OTHER 0.633207 RNA
U00096_2175224_2175429 0.997839 RNA 0.999641 RNA
U00096_223406_223770 0.991855 RNA 0.611472 RNA
U00096_2414911_2415102 0.791750 RNA 0.065143 OTHER
U00096_2588728_2588828 0.999419 RNA 0.999157 RNA
U00096_2748080_2748136 0.999078 RNA 0.998495 RNA
U00096_3039090_3039334 0.000000 OTHER 0.000000 OTHER
U00096_3069264_3069480 0.991139 RNA 0.999957 RNA
U00096_3264048_3264148 0.442765 OTHER 0.311753 OTHER
U00096_3376671_3376891 0.000000 OTHER 0.000005 OTHER
U00096_3440570_3440639 0.990664 RNA 0.993725 RNA
U00096_3446169_3446335 0.963450 RNA 0.999297 RNA
U00096_3451290_3451529 0.204471 OTHER 0.626544 RNA
U00096_3469349_3469421 0.314607 OTHER 0.987191 RNA
U00096_3472101_3472199 0.000015 OTHER 0.000003 OTHER
U00096_3472572_3472699 0.000000 OTHER 0.000000 OTHER
U00096_3886530_3886752 0.186231 OTHER 0.331344 OTHER
U00096_3931237_3931381 0.201771 OTHER 0.751206 RNA
U00096_3935189_3935316 0.999880 RNA 0.999848 RNA
U00096_4033174_4033553 0.970347 RNA 0.636282 RNA
U00096_4126416_4126694 0.000000 OTHER 0.000002 OTHER
U00096_4164306_4164681 0.983208 RNA 0.821649 RNA
U00096_4178514_4178582 0.106313 OTHER 0.000000 OTHER
U00096_4198115_4198303 0.000000 OTHER 0.000000 OTHER
U00096_4245920_4245993 0.000000 OTHER 0.000000 OTHER
U00096_4261103_4261270 0.991946 RNA 0.410346 OTHER
U00096_460464_460674 0.997664 RNA 0.132452 OTHER
U00096_4623884_4623934 0.973272 RNA 0.145720 OTHER
U00096_596194_596353 0.996947 RNA 0.999823 RNA
U00096_738074_738223 0.000000 OTHER 0.000000 OTHER
U00096_802541_802725 0.995306 RNA 0.999928 RNA
U00096_952775_952831 0.010758 OTHER 0.000009 OTHER
U00096_961105_961217 0.409969 OTHER 0.000001 OTHER
U00096_962898_963062 0.999965 RNA 0.999684 RNA
