RUF_ID	Z_Score(+)	Z_Score(-)
CP000800_4127608_4127826	-1.5	-2.6
CP000800_4240156_4240208	-3.0	-5.3
CP000800_4242779_4242842	-0.5	-1.9
CP000800_4259063_4259190	-3.7	-3.8
CP000800_4287469_4287601	-0.2	-0.2
CP000800_4360639_4360929	-7.0	-3.3
CP000800_4454567_4454711	-0.4	0.0
CP000800_4512580_4512698	-1.1	-2.5
CP000800_4512853_4512969	-1.2	-0.3
CP000800_4517517_4517570	0.3	-0.3
CP000800_4537118_4537306	-2.4	-2.8
CP000800_4732325_4732412	-0.9	0.2
CP000800_4734075_4734162	-0.6	0.7
CP000800_4951398_4951472	0.2	1.1
CP000800_4978271_4978368	0.2	-0.3
CP000800_898267_898474	-1.0	-1.1
CP000947_1021925_1022078	-0.3	-0.6
CP000947_1022323_1022473	-0.1	-3.0
CP000947_1031118_1031494	-2.4	-1.5
CP000947_1301272_1301350	-2.1	-0.5
CP000947_1467905_1468072	-1.8	-2.2
CP000947_1536898_1536970	0	1.8
CP000947_1656617_1656682	-3.0	-4.1
CP000947_178824_178879	-0.2	-1.4
CP000947_1874324_1874604	-5.4	-4.6
CP000947_1942399_1942616	-5.1	-4.7
CP000947_1972598_1972852	-0.5	0.2
CP000947_1974455_1974825	-3.2	-2.5
CP000947_1985060_1985114	-7.1	-5.7
CP000947_1994282_1994381	-1.4	-1.7
CP000947_2210054_2210317	-3.8	-3.7
CP000947_2218073_2218271	-2.7	-1.0
CP000947_2240513_2240578	1.2	0.1
CP000947_2241824_2241993	-0.3	0.3
CP000947_2244006_2244092	-0.6	0.7
CP000947_259972_260116	-6.1	-6.5
CP000947_28176_28326	-1.3	-2.7
CP000947_29447_29732	-5.6	-5.3
CP000947_318131_318443	-4.9	-6.1
CP000947_471830_471937	-1.8	-1.9
CP000947_56620_56724	0.1	-1.1
CP000947_607734_607787	-0.3	-1.1
CP000947_701219_701381	2.0	1.0
CP000947_734328_734416	0.6	-1.5
CP000947_754235_754403	-0.4	0.2
CP000947_764379_764480	-0.8	-1.1
CP000947_771573_771837	-0.0	-0.1
CP000947_851440_851719	-0.8	-1.6
CP000947_873144_873212	-0.9	0.1
CP000951_1069517_1069581	-0.3	-0.5
CP000951_1222212_1222338	-2.3	-2.5
CP000951_1223836_1223941	0.6	0.8
CP000951_162845_163050	-1.5	-0.4
CP000951_2013124_2013351	-0.2	0.1
CP000951_2013835_2013920	-0.6	-0.9
CP000951_2042402_2042578	-2.7	-2.7
CP000951_2301123_2301230	0.3	0.5
CP000951_2301717_2301837	-6.0	-5.8
CP000951_2302708_2302888	-4.0	-3.7
CP000951_2796491_2796583	-0.4	-1.2
CP000951_28852_28952	0.1	0.3
CP000951_2927734_2927797	-1.0	-0.5
CP000951_2935512_2935882	-4.4	-5.3
CP000951_299934_300040	0.2	0.2
CP000951_986994_987178	-1.0	-1.7
CP001503_1051788_1051941	-0.4	-0.8
CP001503_1352979_1353191	-3.7	-1.2
CP001503_1614686_1614814	-0.1	0.7
CP001503_1615028_1615088	-1.0	0.8
CP001503_209110_209212	-1.6	-1.6
CP001503_2338285_2338475	-2.9	-5.4
CP001503_258920_259226	-4.7	-2.6
CP001503_263446_263511	0.7	-0.2
CP001503_264700_264759	-1.5	-2.2
CP001503_265812_265957	-2.3	-2.3
CP001503_267086_267386	-2.2	-1.4
CP001503_267882_267944	-0.3	1.0
CP001503_279914_280195	-2.1	-1.4
CP001503_280574_280749	-3.9	-0.5
CP001503_281218_281339	-4.1	-3.0
CP001503_284674_284821	-5.4	-3.1
CP001503_285131_285307	-2.5	-2.3
CP001503_285158_285313	-2.5	-2.0
CP001503_290061_290364	-4.4	-3.3
CP001503_2904716_2905066	-2.5	-1.3
CP001503_2922073_2922379	-2.1	-4.2
CP001503_297026_297175	-1.9	-1.1
CP001503_297797_297921	-4.0	-4.5
CP001503_3280454_3280715	-1.0	-0.5
CP001503_3280914_3281100	-2.4	-2.6
CP001503_3550759_3550912	-1.3	-0.4
CP001503_3561349_3561540	-5.9	-3.7
CP001503_403305_403384	-1.9	-1.5
CP001503_471121_471427	-4.9	-2.4
CP001503_73750_73884	-3.0	-2.1
CP001503_76481_76551	-2.8	-2.2
CP001503_77428_77502	1.4	0.0
CP001503_78895_79040	-1.9	-2.1
CP001503_91306_91393	0.1	-0.1
CP001503_948458_948694	-2.9	-1.6
CP001503_983874_984012	0.5	0.7
CP001504_1005984_1006039	-1.5	-0.4
CP001504_1043543_1043775	-7.1	-4.5
CP001504_1238884_1239011	-5.9	-3.8
CP001504_1441391_1441498	1.3	0.7
CP001504_148426_148625	-2.9	-2.6
CP001504_1603093_1603195	-2.7	-1.6
CP001504_1753843_1753963	-3.1	-0.6
CP001504_1895830_1895884	0.6	0.9
CP001504_2009976_2010101	0.1	1.3
CP001504_2083434_2083489	1.0	0.7
CP001504_2094092_2094161	0.0	0.4
CP001504_2298701_2298841	-1.3	-2.2
CP001504_2322479_2322782	-3.7	-4.8
CP001504_2339874_2340041	-0.9	0.2
CP001504_2340969_2341054	-1.2	-2.1
CP001504_2406215_2406316	-0.9	-1.4
CP001504_2430056_2430233	-0.7	1.1
CP001504_2431524_2431739	-1.3	-0.1
CP001504_2629408_2629496	-2.5	-2.3
CP001504_2664324_2664499	-1.5	-2.0
CP001504_2685115_2685263	-3.7	-3.0
CP001504_2695974_2696077	0.1	1.0
CP001504_318917_319053	-4.1	-2.6
CP001504_372106_372172	-0.6	0.0
CP001504_372363_372669	-4.8	-2.9
CP001504_469839_469905	-0.2	-0.2
CP001504_470096_470402	-4.1	-2.4
CP001504_772335_772444	-2.8	-2.0
CP001504_774577_774697	-0.3	-0.5
CP001504_933226_933432	-1.9	-0.1
CP001504_996580_996630	-0.1	0.4
CP001504_998080_998152	1.6	1.1
CP002382_1149800_1150136	-1.2	0.4
CP002382_1154606_1154965	-0.6	-0.7
CP002382_1172788_1172842	1.4	1.1
CP002382_1173065_1173139	0.4	-0.6
CP002382_1378094_1378280	-3.7	-4.3
CP002382_1414391_1414688	-2.5	-2.0
CP002382_1414893_1415056	-7.6	-5.6
CP002382_1461014_1461125	0.5	0.0
CP002382_1486797_1486983	0.2	0.4
CP002382_1487869_1487929	-6.1	-6.6
CP002382_1503796_1503882	1.1	0.6
CP002382_151110_151206	-1.4	-2.5
CP002382_1511898_1511981	-2.0	-2.6
CP002382_1651247_1651358	0.5	-0.4
CP002382_1786503_1786748	-1.5	-1.7
CP002382_1878245_1878301	0.3	0.9
CP002382_1945274_1945489	-0.4	-0.3
CP002382_1969689_1969765	-0.3	-0.8
CP002382_2126072_2126267	-4.8	-5.3
CP002382_2134116_2134190	0.2	-0.1
CP002382_2134476_2134526	0	0
CP002382_2135786_2135841	1.1	0.4
CP002382_2137665_2137716	0	0
CP002382_2142581_2142647	0.7	0.1
CP002382_2313659_2313814	-2.2	-2.2
CP002382_2344084_2344150	0.4	-0.0
CP002382_2461174_2461249	-3.0	-3.5
CP002382_34832_34998	0.7	1.1
CP002382_394132_394197	0.7	1.2
CP002382_475560_475717	-1.1	-0.9
CP002382_475881_476062	-4.1	-4.0
CP002382_478801_478936	-3.2	-4.0
CP002382_761631_761906	-1.8	-1.4
CP002382_765782_765936	-1.1	-0.8
CP002382_889809_890005	-0.9	0.2
CP002382_912145_912211	-0.1	0.6
CP002382_999794_999851	0.6	0.3
CP003200_1196490_1196707	0.1	1.3
CP003200_129236_129417	-4.5	-3.2
CP003200_1648795_1648914	-0.5	-2.4
CP003200_1732443_1732603	-1.6	-2.2
CP003200_1846320_1846617	-2.8	-1.4
CP003200_1932897_1933186	-2.4	-1.4
CP003200_3160660_3160856	-0.6	-2.4
CP003200_3344025_3344096	-0.6	-0.9
CP003200_3838233_3838497	-2.3	-1.7
CP003200_3908460_3908780	-1.2	-2.4
CP003200_394729_394802	0.2	1.6
CP003200_4037337_4037557	-1.9	-2.9
CP003200_4086863_4086970	-0.3	0.9
CP003200_4636995_4637084	-3.3	-3.1
CP003200_4650873_4650987	-1.1	-0.0
CP003200_4726877_4727051	-1.9	-3.0
CP003200_4746051_4746145	-1.9	-1.2
CP003200_4859473_4859732	-0.0	-2.2
CP003200_4860168_4860387	-3.1	-2.0
CP003200_4873856_4873924	-2.8	-4.2
CP003200_4881054_4881128	-0.8	-0.8
CP003200_5266449_5266648	-2.4	-2.2
CP003200_867205_867382	0.4	0.6
FN543502_1131389_1131521	-1.6	-1.7
FN543502_1243354_1243427	-0.7	-0.7
FN543502_1247226_1247510	-4.5	-1.5
FN543502_1434701_1434823	-0.1	0.9
FN543502_1920141_1920401	-3.0	-2.2
FN543502_27006_27106	-0.9	-1.2
FN543502_3885865_3885968	-3.1	-4.2
FN543502_3963051_3963133	-2.0	-1.5
FN543502_3967233_3967350	-0.6	-1.5
FN543502_3967506_3967621	-3.2	-6.4
FN543502_4016773_4016890	0.9	-1.9
FN543502_4407566_4407728	-1.1	-2.1
FN543502_4757060_4757183	-1.6	-1.2
U00089_119827_120056	-3.1	-2.5
U00089_141246_141381	-0.5	-1.9
U00089_207421_207703	0.6	0.7
U00089_217534_217629	-3.3	-2.3
U00089_250272_250325	0.3	-0.1
U00089_262022_262128	-2.5	-1.8
U00089_271991_272048	-0.3	-2.1
U00089_351015_351065	-0.9	-0.1
U00089_385688_385836	-0.6	-0.3
U00089_392713_392909	-1.9	-1.4
U00089_413299_413430	0.3	0.2
U00089_420238_420292	-0.3	-1.4
U00089_453334_453421	-1.2	-0.3
U00089_469310_469373	0.3	-0.7
U00089_481995_482284	-3.5	-2.4
U00089_483245_483528	-2.1	-2.0
U00089_592218_592397	-1.7	-1.3
U00089_597824_597899	0.2	-0.2
U00089_604584_604896	0.5	-1.3
U00089_651244_651394	-0.6	-0.3
U00089_661124_661186	0.8	1.3
U00089_703619_703796	1.6	1.0
U00089_757781_757869	0.9	1.4
U00089_784073_784140	0.8	0.7
U00089_784405_784488	-1.9	-1.1
U00089_787980_788140	-0.7	-1.9
U00089_789323_789409	-1.4	-1.4
U00089_813398_813467	-0.3	-0.3
U00096_1019269_1019476	-2.0	-2.2
U00096_1112735_1112801	-4.4	-3.6
U00096_1146761_1146843	-4.6	-3.9
U00096_1150625_1150837	-3.0	-1.6
U00096_1797771_1797825	0.6	0
U00096_1798021_1798119	-2.5	-2.7
U00096_2175224_2175429	-5.8	-3.8
U00096_223406_223770	-5.0	-2.2
U00096_2414911_2415102	-4.8	-5.3
U00096_2588728_2588828	-4.4	-3.6
U00096_2748080_2748136	-3.8	-3.8
U00096_3039090_3039334	0.7	0.3
U00096_3069264_3069480	-5.1	-6.3
U00096_3264048_3264148	-2.7	-0.3
U00096_3376671_3376891	-1.7	-1.0
U00096_3440570_3440639	-4.9	-4.8
U00096_3446169_3446335	-4.6	-4.5
U00096_3451290_3451529	-1.7	-1.7
U00096_3469349_3469421	-2.1	-3.3
U00096_3472101_3472199	-1.0	-1.9
U00096_3472572_3472699	-1.6	-0.4
U00096_3886530_3886752	-1.4	-1.8
U00096_3931237_3931381	-1.6	-2.6
U00096_3935189_3935316	-3.9	-3.5
U00096_4033174_4033553	-4.4	-3.5
U00096_4126416_4126694	-1.7	-2.0
U00096_4164306_4164681	-4.4	-3.1
U00096_4178514_4178582	-0.4	-0.1
U00096_4198115_4198303	-2.3	-3.0
U00096_4245920_4245993	-2.0	-0.6
U00096_4261103_4261270	-3.6	-4.1
U00096_460464_460674	-4.6	-2.1
U00096_4623884_4623934	-2.4	-1.7
U00096_596194_596353	-4.1	-5.0
U00096_738074_738223	0.3	-1.9
U00096_802541_802725	-6.9	-7.9
U00096_952775_952831	0.5	1.3
U00096_961105_961217	-1.9	-0.2
U00096_962898_963062	-4.7	-3.3
