RUF_ID	RNAfold_pvalue	RNALfold_pvalue
CP000800_4517517_4517570	0.1726175	0.1726175
CP000800_4537118_4537306	0.08762194	0.1844618
CP000800_4732325_4732412	0.573073	0.573073
CP000800_4734075_4734162	0.2606209	0.2606209
CP000800_4951398_4951472	0.2919394	0.2919394
CP000800_4978271_4978368	0.3245603	0.3245603
CP000800_898267_898474	0.6132795	0.7323983
CP000947_1021925_1022078	0.06191496	0.05931114
CP000947_1022323_1022473	0.8847648	0.8847648
CP000947_1031118_1031494	0.7880611	0.5876098
CP000947_1301272_1301350	0.7223426	0.7223426
CP000947_1467905_1468072	0.7523941	0.7081254
CP000947_1536898_1536970	0.2660496	0.2660496
CP000947_1656617_1656682	0.2458547	0.2458547
CP000947_178824_178879	0.1193743	0.1193743
CP000947_1874324_1874604	0.09284798	0.02032937
CP000947_1942399_1942616	3.744414e-05	0.0005395838
CP000947_1972598_1972852	0.07327354	0.09484594
CP000947_1974455_1974825	0.7872211	0.7885572
CP000947_1985060_1985114	0.4336245	0.4336245
CP000947_1994282_1994381	0.7472903	0.7472903
CP000947_2210054_2210317	0.9375291	0.915598
CP000947_2218073_2218271	0.0005708029	0.3867961
CP000947_2240513_2240578	0.5611984	0.5611984
CP000947_2241824_2241993	0.2733819	0.2447288
CP000947_2244006_2244092	0.2963691	0.2963691
CP000947_259972_260116	0.9477992	0.9477992
CP000947_28176_28326	0.9443681	0.9443681
CP000947_29447_29732	0.5500256	0.3058769
CP000947_318131_318443	0.4076738	0.4190803
CP000947_471830_471937	0.06996264	0.06996264
CP000947_56620_56724	0.03050687	0.03050687
CP000947_607734_607787	0.7623418	0.7623418
CP000947_701219_701381	0.8119683	0.8038694
CP000947_734328_734416	0.1555748	0.1555748
CP000947_754235_754403	0.7239556	0.6798551
CP000947_764379_764480	0.2729407	0.2729407
CP000947_771573_771837	0.9133632	0.7785973
CP000947_851440_851719	0.763823	0.5097312
CP000947_873144_873212	0.5340818	0.5340818
CP000951_1069517_1069581	0.3033609	0.3033609
CP000951_1222212_1222338	0.5540091	0.5540091
CP000951_1223836_1223941	0.2140173	0.2140173
CP000951_162845_163050	0.6746734	0.7002214
CP000951_2013124_2013351	0.4051751	0.3094714
CP000951_2013835_2013920	0.390739	0.390739
CP000951_2042402_2042578	0.416315	0.3603134
CP000951_2301123_2301230	0.2142578	0.2142578
CP000951_2301717_2301837	0.9352415	0.9352415
CP000951_2302708_2302888	0.4110701	0.5588669
CP000951_2796491_2796583	0.8851044	0.8851044
CP000951_28852_28952	0.8606606	0.8606606
CP000951_2927734_2927797	0.3668286	0.3668286
CP000951_2935512_2935882	0.9059865	0.9150239
CP000951_299934_300040	0.2454541	0.2454541
CP000951_986994_987178	0.9632397	0.9788957
CP001503_1051788_1051941	0.2440679	0.2410219
CP001503_1352979_1353191	0.5949392	0.4113635
CP001503_1614686_1614814	0.4597541	0.4597541
CP001503_1615028_1615088	0.09463882	0.09463882
CP001503_209110_209212	0.6768175	0.6768175
CP001503_2338285_2338475	0.9438807	0.8845999
CP001503_258920_259226	0.3550343	0.3814634
CP001503_263446_263511	0.4947946	0.4947946
CP001503_264700_264759	0.3463407	0.3463407
CP001503_265812_265957	0.5952498	0.5952498
CP001503_267086_267386	0.3026726	0.2966998
CP001503_267882_267944	0.07475359	0.07475359
CP001503_279914_280195	0.1202149	0.03266182
CP001503_280574_280749	0.05503756	0.03410283
CP001503_281218_281339	0.1639401	0.1639401
CP001503_284674_284821	0.8002397	0.8002397
CP001503_285131_285307	0.7556614	0.8605627
CP001503_285158_285313	0.6153835	0.5911529
CP001503_290061_290364	0.366339	0.3384771
CP001503_2904716_2905066	0.1199351	0.07305096
CP001503_2922073_2922379	0.5372228	0.3098327
CP001503_297026_297175	0.8348846	0.8348846
CP001503_297797_297921	0.3547146	0.3547146
CP001503_3280454_3280715	0.4101691	0.2260797
CP001503_3280914_3281100	0.6432694	0.7744588
CP001503_3550759_3550912	0.7498567	0.742471
CP001503_3561349_3561540	0.5755895	0.6241634
CP001503_403305_403384	0.03140391	0.03140391
CP001503_471121_471427	0.07312071	0.05008107
CP001503_73750_73884	0.9947088	0.9947088
CP001503_76481_76551	0.4795984	0.4795984
CP001503_77428_77502	0.8972386	0.8972386
CP001503_78895_79040	0.03451377	0.03451377
CP001503_91306_91393	0.002495124	0.002495124
CP001503_948458_948694	0.5285902	0.7388774
CP001503_983874_984012	0.9135749	0.9135749
CP001504_1005984_1006039	0.4924333	0.4924333
CP001504_1043543_1043775	0.5150754	0.464122
CP001504_1238884_1239011	0.65778	0.65778
CP001504_1441391_1441498	0.3961813	0.3961813
CP001504_148426_148625	0.001732812	0.002879964
CP001504_1603093_1603195	0.4025638	0.4025638
CP001504_1753843_1753963	0.3184117	0.3184117
CP001504_1895830_1895884	0.9085647	0.9085647
CP001504_2009976_2010101	0.9143901	0.9143901
CP001504_2083434_2083489	0.3454734	0.3454734
CP001504_2094092_2094161	0.08469315	0.08469315
CP001504_2298701_2298841	0.3422125	0.3422125
CP001504_2322479_2322782	0.374902	0.6128699
CP001504_2339874_2340041	0.00783875	0.4266475
CP001504_2340969_2341054	0.9301651	0.9301651
CP001504_2406215_2406316	0.3148072	0.3148072
CP001504_2430056_2430233	0.3088656	0.6921011
CP001504_2431524_2431739	0.8088242	0.6434852
CP001504_2629408_2629496	0.1095839	0.1095839
CP001504_2664324_2664499	0.3464323	0.3762772
CP001504_2685115_2685263	0.6951823	0.6951823
CP001504_2695974_2696077	0.4526654	0.4526654
CP001504_318917_319053	0.5492849	0.5492849
CP001504_372106_372172	0.7858674	0.7858674
CP001504_372363_372669	0.07312071	0.05008107
CP001504_469839_469905	0.7858674	0.7858674
CP001504_470096_470402	0.3550343	0.3814634
CP001504_772335_772444	0.1710714	0.1710714
CP001504_774577_774697	0.8680985	0.8680985
CP001504_933226_933432	0.8775309	0.7883399
CP001504_996580_996630	0.7649474	0.7649474
CP001504_998080_998152	0.7403084	0.7403084
CP002382_1149800_1150136	0.03096443	0.01564431
CP002382_1154606_1154965	0.9802013	0.9293944
CP002382_1172788_1172842	0.9288581	0.9288581
CP002382_1173065_1173139	0.7208499	0.7208499
CP002382_1378094_1378280	0.3802034	0.2952921
CP002382_1414391_1414688	0.5375664	0.7954586
CP002382_1414893_1415056	0.634658	0.6069176
CP002382_1461014_1461125	0.8140961	0.8140961
CP002382_1486797_1486983	0.7127825	0.6398886
CP002382_1487869_1487929	0.3231903	0.3231903
CP002382_1503796_1503882	0.9396802	0.9396802
CP002382_151110_151206	0.8083868	0.8083868
CP002382_1511898_1511981	0.05593191	0.05593191
CP002382_1651247_1651358	0.03520058	0.03520058
CP002382_1786503_1786748	0.4362339	0.4300335
CP002382_1878245_1878301	0.9069648	0.9069648
CP002382_1945274_1945489	0.7049306	0.5927489
CP002382_1969689_1969765	0.2376489	0.2376489
CP002382_2126072_2126267	0.3040484	0.2048863
CP002382_2134116_2134190	0.6448231	0.6448231
CP002382_2134476_2134526	0.5941761	0.5941761
CP002382_2135786_2135841	0.6794332	0.6794332
CP002382_2137665_2137716	0.8299324	0.8299324
CP002382_2142581_2142647	0.6305316	0.6305316
CP002382_2313659_2313814	0.243165	0.2368859
CP002382_2344084_2344150	0.4518602	0.4518602
CP002382_2461174_2461249	0.2209913	0.2209913
CP002382_34832_34998	0.01148868	0.008019693
CP002382_394132_394197	0.4453028	0.4453028
CP002382_475560_475717	0.7319024	0.7180285
CP002382_475881_476062	0.8930389	0.8612298
CP002382_478801_478936	0.6956111	0.6956111
CP002382_761631_761906	0.1024748	0.1842657
CP002382_765782_765936	0.9444054	0.9406646
CP002382_889809_890005	0.8755771	0.7731892
CP002382_912145_912211	0.3314868	0.3314868
CP002382_999794_999851	0.4405874	0.4405874
CP003200_1196490_1196707	0.3243732	0.2042811
CP003200_129236_129417	0.6140184	0.802135
CP003200_1648795_1648914	0.04727616	0.04727616
CP003200_1732443_1732603	0.6595126	0.6373242
CP003200_1846320_1846617	0.8884903	0.8204997
CP003200_1932897_1933186	0.1574753	0.6015693
CP003200_3160660_3160856	0.6830044	0.655814
CP003200_3344025_3344096	0.001839237	0.001839237
CP003200_3838233_3838497	0.4174124	0.7569663
CP003200_3908460_3908780	0.7380392	0.6590302
CP003200_394729_394802	0.7869308	0.7869308
CP003200_4037337_4037557	0.3229981	0.2867622
CP003200_4086863_4086970	0.4007975	0.4007975
CP003200_4636995_4637084	0.1684798	0.1684798
CP003200_4650873_4650987	0.05895835	0.05895835
CP003200_4726877_4727051	0.7967373	0.8007048
CP003200_4746051_4746145	0.2108014	0.2108014
CP003200_4859473_4859732	0.06517325	0.1813506
CP003200_4860168_4860387	0.188891	0.1025081
CP003200_4873856_4873924	0.7981984	0.7981984
CP003200_4881054_4881128	0.8253128	0.8253128
CP003200_5266449_5266648	0.9567789	0.8974858
CP003200_867205_867382	0.9369466	0.9053723
FN543502_1131389_1131521	0.6478085	0.6478085
FN543502_1243354_1243427	0.5760938	0.5760938
FN543502_1247226_1247510	0.8907024	0.8910072
FN543502_1434701_1434823	0.3021495	0.3021495
FN543502_1920141_1920401	0.5250954	0.304073
FN543502_27006_27106	0.03854565	0.03854565
FN543502_3885865_3885968	0.7356427	0.7356427
FN543502_3963051_3963133	0.3025924	0.3025924
FN543502_3967233_3967350	0.5690115	0.5690115
FN543502_3967506_3967621	0.782029	0.782029
FN543502_4016773_4016890	0.7003646	0.7003646
FN543502_4407566_4407728	0.2141001	0.1944827
FN543502_4757060_4757183	0.8844457	0.8844457
U00089_119827_120056	0.8172767	0.6831572
U00089_141246_141381	0.8900311	0.8900311
U00089_207421_207703	0.003238425	0.02043471
U00089_217534_217629	0.6352143	0.6352143
U00089_250272_250325	0.4483551	0.4483551
U00089_262022_262128	0.1911021	0.1911021
U00089_271991_272048	0.5394029	0.5394029
U00089_351015_351065	0.3702732	0.3702732
U00089_385688_385836	0.6131988	0.6131988
U00089_392713_392909	0.5393939	0.8404558
U00089_413299_413430	0.4009396	0.4009396
U00089_420238_420292	0.5202991	0.5202991
U00089_453334_453421	0.761356	0.761356
U00089_469310_469373	0.7463802	0.7463802
U00089_481995_482284	0.9153472	0.7296008
U00089_483245_483528	0.5981518	0.3522316
U00089_592218_592397	0.3854503	0.4124455
U00089_597824_597899	0.296631	0.296631
U00089_604584_604896	0.6216908	0.380688
U00089_651244_651394	0.7962069	0.7962069
U00089_661124_661186	0.3576269	0.3576269
U00089_703619_703796	0.7619333	0.8542975
U00089_757781_757869	0.3528599	0.3528599
U00089_784073_784140	0.747651	0.747651
U00089_784405_784488	0.3925676	0.3925676
U00089_787980_788140	0.7628984	0.7498373
U00089_789323_789409	0.4001472	0.4001472
U00089_813398_813467	0.5028179	0.5028179
U00096_1019269_1019476	0.01261632	0.002763377
U00096_1112735_1112801	0.7072934	0.7072934
U00096_1146761_1146843	0.2792408	0.2792408
U00096_1150625_1150837	0.5545487	0.7447241
U00096_1797771_1797825	0.003345961	0.003345961
U00096_1798021_1798119	0.1280916	0.1280916
U00096_2175224_2175429	0.3567617	0.2606515
U00096_223406_223770	0.3058728	0.3344156
U00096_2414911_2415102	0.1487713	0.1009037
U00096_2588728_2588828	0.9356303	0.9356303
U00096_2748080_2748136	0.9759692	0.9759692
U00096_3039090_3039334	0.9289413	0.8473727
U00096_3069264_3069480	0.5276389	0.3916553
U00096_3264048_3264148	0.6937201	0.6937201
U00096_3376671_3376891	0.001192924	0.001003157
U00096_3440570_3440639	0.1440822	0.1440822
U00096_3446169_3446335	0.6102369	0.5636437
U00096_3451290_3451529	0.001816932	0.0002210626
U00096_3469349_3469421	0.1776679	0.1776679
U00096_3472101_3472199	0.7511278	0.7511278
U00096_3472572_3472699	0.2071228	0.2071228
U00096_3886530_3886752	0.1319625	0.2978767
U00096_3931237_3931381	0.3455361	0.3455361
U00096_3935189_3935316	0.3419383	0.3419383
U00096_4033174_4033553	0.2635232	0.4190453
U00096_4126416_4126694	0.3545915	0.1603341
U00096_4164306_4164681	0.58737	0.7622223
U00096_4178514_4178582	0.3408272	0.3408272
U00096_4198115_4198303	0.08762194	0.1844618
U00096_4245920_4245993	0.627566	0.627566
U00096_4261103_4261270	0.5650756	0.5272964
U00096_460464_460674	0.9319547	0.9232806
U00096_4623884_4623934	0.9331637	0.9331637
U00096_596194_596353	0.8111592	0.8629187
U00096_738074_738223	0.4406452	0.4406452
U00096_802541_802725	0.4002784	0.3145152
U00096_952775_952831	0.3467412	0.3467412
U00096_961105_961217	0.05346196	0.05346196
U00096_962898_963062	0.01185692	0.1660211
