Species	EMBL	Experiment_ID	Dataset_ID	Strand_Correlation	Core_CDS_On	Core_Rfam_On	PPV	Specificity	Coverage	Fraction_mapped_reads
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SRP004631	SRR073671	0.5865499	0.275	0.606061	0.908619	0.000000	0.0244	0.96535692779577824795
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SRP004631	SRR073672	0.5256891	0.2	0.181818	0.908619	0.000000	0.0485	0.94855802611958306457
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SRP004631	SRR073673	0.7507127	0.825	0.363636	0.960713	0.746266	0.1214	0.97633686743889796323
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SRP004631	SRR073674	0.6310809	0.75	0.484848	0.908619	0.000000	0.0822	0.98792917216369842520
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SRP004631	SRR073675	0.5941299	0.65	0.363636	0.908619	0.000000	0.0473	0.97698140905890573559
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SRP004631	SRR073676	0.5558342	0.4	0.454545	0.908619	0.000000	0.0236	0.96872539026003163996
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SRP004631	SRR073677	0.7625945	0.825	0.333333	0.908619	0.000000	0.0750	0.92389850942395779351
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SRP004631	SRR073678	0.583062	0.075	0.242424	0.908619	0.000000	0.0251	0.94869992083030886306
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SRP004631	SRR073679	0.9413464	0.875	0.181818	0.969276	0.826199	0.5759	0.99270451258877554113
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073604	0.7735742	0.825	0.181818	0.958869	0.736641	0.1090	0.94736190186705128895
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073610	0.6798904	0	0.0606061	0.908619	0.000000	0.0058	0.97306358213720737848
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073611	0.9674739	0.925	0.0606061	0.976279	0.867517	0.3663	0.99584066522916382511
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073614	0.7347712	0.85	0.545455	0.944335	0.628706	0.1244	0.87741175967722955886
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073618	0.1882596	0	0.0606061	0.908619	0.000000	0.0042	0.95712352362204724409
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073624	0.6352191	0.7	0.484848	0.908619	0.000000	0.0835	0.98816743941745008009
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073626	0.7454679	0.875	0.30303	0.961265	0.750583	0.1205	0.97595636852401336031
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073640	0.9474478	0.875	0.393939	0.971185	0.838682	0.5116	0.98717417794024779642
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073648	0.9598485	0.9	0.424242	0.969688	0.826134	0.4043	0.99090157685278208996
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073649	0.8374452	0.775	0.30303	0.908619	0.000000	0.0453	0.97356731848146541330
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073655	0.7727174	0.8	0.242424	0.958904	0.736960	0.1101	0.94849268935255104482
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073665	0.3679574	0.75	0.0909091	0.908619	0.000000	0.0433	0.95791117302431162264
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073670	0.72668	0.85	0.545455	0.943676	0.618892	0.1282	0.88184844091943698502
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073673	0.7507127	0.825	0.363636	0.960713	0.746266	0.1214	0.97633686743889796323
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073674	0.6310809	0.675	0.515152	0.908619	0.000000	0.0822	0.98792917216369842520
Methanobrevibacter_smithii_ATCC_35061	CP000678.1	SUBSET	SRR073679	0.9413464	0.9	0.212121	0.969276	0.826199	0.5759	0.99270451258877554113
Listeria_monocytogenes	CP002002.1	FROM_STAPH	SRR392745	0.007795517	0.775	1	0.913974	0.491878	0.2857	0.16416401059921179828
Listeria_monocytogenes	CP002002.1	SRP001753	SRR331094	0.7427192	0	0.028169	0.910043	0.000000	0.0034	0.05170399198438599406
Listeria_monocytogenes	CP002002.1	SRP001753	SRR331095	0.7726171	0	0.028169	0.910043	0.000000	0.0047	0.05714206191859258308
Listeria_monocytogenes	CP002002.1	SRP001753	SRR331096	0.7976016	0	0.028169	0.910043	0.000000	0.0035	0.05774306419232198258
Listeria_monocytogenes	CP002002.1	SRP001753	SRR331097	0.7284838	0	0.028169	0.910043	0.000000	0.0046	0.06842639366187591184
Legionella_pneumophila	AE017354.1	SRP005683	SRR099824	0.1790435	0.923077	0.901961	0.932943	0.683150	0.2604	0.49128036461540225855
Legionella_pneumophila	AE017354.1	SRP005683	SRR099825	0.1593126	0.897436	0.843137	0.932919	0.686585	0.2551	0.50041935929863527575
Legionella_pneumophila	AE017354.1	SRP005683	SRR099826	0.01688347	0.923077	0.568627	0.934441	0.683872	0.0944	0.18194449991507366274
Legionella_pneumophila	AE017354.1	SRP005683	SRR099827	0.01584452	0.923077	0.568627	0.934884	0.702676	0.0821	0.17901261982984649606
Legionella_pneumophila	AE017354.1	SRP005683	SRR099828	0.2282647	0.74359	0.568627	0.933991	0.695881	0.1777	0.96792711510258036866
Legionella_pneumophila	AE017354.1	SRP005683	SRR099829	0.2047477	0.769231	0.470588	0.934541	0.706045	0.1679	0.97435905854758445946
Legionella_pneumophila	AE017354.1	SRP005683	SRR099830	0.02104452	0.897436	0.607843	0.942352	0.727066	0.1954	0.45721031467227425990
Legionella_pneumophila	AE017354.1	SRP005683	SRR099831	0.005488484	0.871795	0.54902	0.887919	0.000000	0.0440	0.39874688360612852471
Legionella_pneumophila	AE017354.1	SRP005683	SRR099832	0.2947102	0.923077	0.784314	0.933206	0.678980	0.3115	0.97560596189141793592
Legionella_pneumophila	AE017354.1	SRP005683	SRR099833	0.3169061	0.948718	0.784314	0.934034	0.698073	0.3407	0.97876473430855485612
Klebsiella_pneumoniae_cifa_HP1	CP003200.1	SRP009682	SRR389178	-0.02447924	1	0.788889	0.901284	0.537818	0.4704	0.34044588017569187626
Klebsiella_pneumoniae_cifa_HP1	CP003200.1	SRP009682	SRR389180	-0.02149912	0.95	0.777778	0.898727	0.534828	0.4788	0.31628322380658566904
Ignicoccus_hospitalis	CP000816.1	SRP013830	SRR514574	-0.003471005	0.05	0.275	0.929840	0.422877	0.0562	0.10856329854907100994
Ignicoccus_hospitalis	CP000816.1	SRP013830	SRR514575	-0.003551642	0.05	0.275	0.928320	0.416819	0.0581	0.10862671725343450686
Ignicoccus_hospitalis	CP000816.1	SRP013830	SRR514576	-0.00349884	0.05	0.275	0.930244	0.431831	0.0582	0.10825424357204803710
Ignicoccus_hospitalis	CP000816.1	SRP013830	SRR514577	-0.003516632	0.025	0.3	0.926722	0.401450	0.0551	0.10659093653413893474
Ignicoccus_hospitalis	CP000816.1	SRP013830	SRR514578	-0.002704595	0.15	0.15	0.930798	0.000000	0.0118	0.10872444241625473495
Histophilus_somnus_2336	CP000947.1	GSM732300	hs2336	0.9563624	0.85	0.75	0.967099	0.839811	0.6612	01.00000000000000000000
Helicobacter_pylori	AE000511.1	SRP001481	SRR031126	-0.01554693	0.769231	0.97619	0.918435	0.504108	0.8480	0.62407858694603266152
Helicobacter_pylori	AE000511.1	SRP001481	SRR031127	-0.02719184	0.230769	0.97619	0.905029	0.426649	0.9105	0.65784511717942120881
Helicobacter_pylori	AE000511.1	SRP001481	SRR031128	-0.004902204	0.666667	1	0.886422	0.283230	0.4830	0.31776759953150442309
Helicobacter_pylori	AE000511.1	SRP001481	SRR031129	-0.01187776	0.74359	1	0.880847	0.280785	0.9001	0.58096156488189372360
Helicobacter_pylori	AE000511.1	SRP001481	SRR031130	-0.02209051	0.74359	1	0.880656	0.270668	0.8923	0.53034659328823438175
Helicobacter_pylori	AE000511.1	SRP001481	SRR031131	-0.002120624	0	0.119048	0.917092	0.000000	0.0051	0.03550855085508550855
Helicobacter_pylori	AE000511.1	SRP001481	SRR031142	-0.001216651	0	0	0.917092	0.000000	0.0004	0.00458631443771784993
Helicobacter_pylori	AE000511.1	SRP001481	SRR031143	-0.001916498	0	0.0238095	0.917092	0.000000	0.0001	0.00574683671926198517
Helicobacter_pylori	AE000511.1	SRP001481	SRR031144	-0.002363249	0	0.0238095	0.917092	0.000000	0.0010	0.03350608653730263950
Helicobacter_pylori	AE000511.1	SRP001481	SRR031145	-0.001745333	0	0.047619	0.917092	0.000000	0.0001	0.01255707762557077625
Helicobacter_pylori	AE000511.1	SRP001481	SRR031146	-0.001424242	0	0	0.917092	0.000000	0.0000	0.00199776720136318232
Helicobacter_pylori	AE000511.1	SRP001481	SRR031178	-0.001931292	0	0.119048	0.917092	0.000000	0.0049	0.03287911708419068448
Helicobacter_pylori	AE000511.1	SRP001481	SRR031179	-0.00200635	0.025641	0.166667	0.917092	0.000000	0.0051	0.03426007854825439699
Helicobacter_pylori	AE000511.1	SRP001481	SRR031180	-0.002291944	0	0.142857	0.917092	0.000000	0.0057	0.03770194553800414917
Helicobacter_pylori	AE000511.1	SRP001481	SRR031181	-0.001863488	0	0.119048	0.917092	0.000000	0.0042	0.03066097009298818798
Helicobacter_pylori	AE000511.1	SRP001481	SRR031182	-0.00113196	0	0.0952381	0.917092	0.000000	0.0030	0.02190440222656442422
Helicobacter_pylori	AE000511.1	SRP001481	SRR031183	-0.001087223	0.025641	0.0952381	0.917092	0.000000	0.0028	0.01869580082678021943
Helicobacter_pylori	AE000511.1	SRP001481	SRR031184	-0.001140991	0	0.0952381	0.917092	0.000000	0.0027	0.02024575775307197191
Helicobacter_pylori	AE000511.1	SRP001481	SRR031185	-0.001211556	0	0.0952381	0.917092	0.000000	0.0030	0.02219025733681828547
Helicobacter_pylori	AE000511.1	SRP001481	SRR031186	-0.0009424866	0	0.0952381	0.917092	0.000000	0.0021	0.01815874682768880721
Helicobacter_pylori	AE000511.1	SRP001481	SRR031187	-0.003200373	0.0512821	0.119048	0.917092	0.000000	0.0046	0.03122303151644861748
Helicobacter_pylori	AE000511.1	SRP001481	SRR031188	-0.003132343	0	0.119048	0.917092	0.000000	0.0041	0.02584147665580890336
Helicobacter_pylori	AE000511.1	SRP001481	SRR031189	-0.003818141	0	0.119048	0.917092	0.000000	0.0053	0.03063932016207106744
Helicobacter_pylori	AE000511.1	SRP001481	SRR031190	-0.004165435	0	0.119048	0.917092	0.000000	0.0052	0.03296537123846968093
Helicobacter_pylori	AE000511.1	SRP001481	SRR031191	-0.002553089	0.025641	0.0952381	0.917092	0.000000	0.0033	0.02238863385735901315
Helicobacter_pylori	AE000511.1	SRP001481	SRR031192	-0.001295157	0.025641	0.0952381	0.917092	0.000000	0.0030	0.05748402680380239987
Helicobacter_pylori	AE000511.1	SRP001481	SRR031193	-0.001045199	0	0.0714286	0.917092	0.000000	0.0024	0.04811390388873781127
Helicobacter_pylori	AE000511.1	SRP001481	SRR031194	-0.001259417	0	0.119048	0.917092	0.000000	0.0030	0.05422451488101235214
Helicobacter_pylori	AE000511.1	SRP001481	SRR031195	-0.001260545	0.025641	0.0952381	0.917092	0.000000	0.0025	0.05713861049770681161
Helicobacter_pylori	AE000511.1	SRP001481	SRR031196	-0.0009326401	0.025641	0.0952381	0.917092	0.000000	0.0021	0.04804223493180818301
Helicobacter_pylori	AE000511.1	SRP001481	SRR031197	-0.002280004	0.307692	0.357143	0.917092	0.000000	0.0095	0.21482057485167905074
Helicobacter_pylori	AE000511.1	SRP001481	SRR031198	-0.002281253	0.307692	0.380952	0.917092	0.000000	0.0084	0.20572095738470519556
Helicobacter_pylori	AE000511.1	SRP001481	SRR031199	-0.002243652	0.487179	0.333333	0.917092	0.000000	0.0096	0.19780135103896437469
Helicobacter_pylori	AE000511.1	SRP001481	SRR031200	-0.002336913	0.282051	0.47619	0.917092	0.000000	0.0088	0.21166174257204972406
Helicobacter_pylori	AE000511.1	SRP001481	SRR031201	-0.001672615	0.102564	0.261905	0.917092	0.000000	0.0050	0.18059814246989290316
Helicobacter_pylori	AE000511.1	SRP001481	SRR031202	-0.002853787	0.0769231	0.571429	0.917092	0.000000	0.0128	0.17836033139606776307
Helicobacter_pylori	AE000511.1	SRP001481	SRR031203	-0.002605489	0.102564	0.547619	0.917092	0.000000	0.0136	0.16803458889051736772
Helicobacter_pylori	AE000511.1	SRP001481	SRR031204	-0.00306292	0.0769231	0.642857	0.917092	0.000000	0.0139	0.15883697308278313864
Helicobacter_pylori	AE000511.1	SRP001481	SRR031205	-0.00322414	0.0769231	0.642857	0.917092	0.000000	0.0147	0.17366536458333333333
Helicobacter_pylori	AE000511.1	SRP001481	SRR031206	-0.002377864	0.0512821	0.380952	0.917092	0.000000	0.0070	0.14960246633133214343
Helicobacter_pylori	AE000511.1	SRP001481	SRR031207	-0.001025239	0	0.142857	0.917092	0.000000	0.0030	0.05498728617660656495
Helicobacter_pylori	AE000511.1	SRP001481	SRR031208	-0.001028931	0	0.190476	0.917092	0.000000	0.0032	0.05661411091495708285
Helicobacter_pylori	AE000511.1	SRP001481	SRR031209	-0.0009149668	0	0.190476	0.917092	0.000000	0.0030	0.05231876332622601279
Helicobacter_pylori	AE000511.1	SRP001481	SRR031210	-0.0009392984	0	0.119048	0.917092	0.000000	0.0030	0.05664068202388251437
Helicobacter_pylori	AE000511.1	SRP001481	SRR031211	-0.0008938019	0.025641	0.0714286	0.917092	0.000000	0.0022	0.05062197650310988251
Helicobacter_pylori	AE000511.1	SRP001481	SRR031212	-0.001398202	0.025641	0.214286	0.917092	0.000000	0.0042	0.03331348418684663226
Helicobacter_pylori	AE000511.1	SRP001481	SRR031213	-0.002234967	0	0.333333	0.917092	0.000000	0.0036	0.03347549417817492553
Helicobacter_pylori	AE000511.1	SRP001481	SRR031214	-0.002171975	0	0.309524	0.917092	0.000000	0.0035	0.03136984659635666347
Helicobacter_pylori	AE000511.1	SRP001481	SRR031215	-0.00235953	0	0.285714	0.917092	0.000000	0.0042	0.03449967298888162197
Helicobacter_pylori	AE000511.1	SRP001481	SRR031216	-0.001784239	0	0.214286	0.917092	0.000000	0.0026	0.03036605657237936772
Helicobacter_pylori	AE000511.1	SRP001481	SRR031217	-0.001083572	0	0.166667	0.917092	0.000000	0.0031	0.06179089910943027937
Helicobacter_pylori	AE000511.1	SRP001481	SRR031218	-0.0009825317	0	0.190476	0.917092	0.000000	0.0032	0.05697031664376777326
Helicobacter_pylori	AE000511.1	SRP001481	SRR031219	-0.0009555892	0	0.142857	0.917092	0.000000	0.0034	0.05867470222020069932
Helicobacter_pylori	AE000511.1	SRP001481	SRR031220	-0.001012463	0	0.142857	0.917092	0.000000	0.0036	0.06331408208405013516
Helicobacter_pylori	AE000511.1	SRP001481	SRR031221	-0.0009643039	0	0.0952381	0.917092	0.000000	0.0027	0.05579745926291690981
Helicobacter_pylori	AE000511.1	SRP001481	SRR031222	-0.001718095	0.0512821	0.261905	0.917092	0.000000	0.0046	0.04916405832506298190
Helicobacter_pylori	AE000511.1	SRP001481	SRR031223	-0.002029674	0	0.333333	0.917092	0.000000	0.0046	0.04856293359762140733
Helicobacter_pylori	AE000511.1	SRP001481	SRR031224	-0.001766178	0.025641	0.285714	0.917092	0.000000	0.0047	0.04836756555353732942
Helicobacter_pylori	AE000511.1	SRP001481	SRR031225	-0.001958092	0	0.309524	0.917092	0.000000	0.0049	0.05105212207673103377
Helicobacter_pylori	AE000511.1	SRP001481	SRR031226	-0.001495345	0	0.190476	0.917092	0.000000	0.0036	0.04223622172035342129
Helicobacter_pylori	AE000511.1	SRP001481	SRR031276	-0.00223398	0	0.142857	0.917092	0.000000	0.0057	0.03858081552444116924
Helicobacter_pylori	AE000511.1	SRP001481	SRR031277	-0.001805871	0	0.119048	0.917092	0.000000	0.0044	0.03065283052722868506
Helicobacter_pylori	AE000511.1	SRP001481	SRR031278	-0.001456964	0	0.0952381	0.917092	0.000000	0.0032	0.02191017833475934034
Helicobacter_pylori	AE000511.1	SRP001481	SRR031279	-0.001037861	0	0.0952381	0.917092	0.000000	0.0026	0.01691425209589645536
Helicobacter_pylori	AE000511.1	SRP001481	SRR031280	-0.003957123	0.025641	0.119048	0.917092	0.000000	0.0050	0.03217718345173422482
Helicobacter_pylori	AE000511.1	SRP001481	SRR031281	-0.003412661	0.025641	0.119048	0.917092	0.000000	0.0038	0.02544075369748190225
Helicobacter_pylori	AE000511.1	SRP001481	SRR031282	-0.001423123	0.025641	0.0952381	0.917092	0.000000	0.0028	0.05790127595795452304
Helicobacter_pylori	AE000511.1	SRP001481	SRR031283	-0.001172161	0	0.0714286	0.917092	0.000000	0.0028	0.05035671819262782401
Helicobacter_pylori	AE000511.1	SRP001481	SRR031284	-0.002192353	0.333333	0.380952	0.917092	0.000000	0.0088	0.21485793153109904287
Helicobacter_pylori	AE000511.1	SRP001481	SRR031285	-0.002431903	0.384615	0.404762	0.917092	0.000000	0.0101	0.21419950674292910741
Helicobacter_pylori	AE000511.1	SRP001481	SRR031286	-0.002753466	0.0769231	0.404762	0.917092	0.000000	0.0122	0.17859303090072320841
Helicobacter_pylori	AE000511.1	SRP001481	SRR031287	-0.002831626	0.102564	0.571429	0.917092	0.000000	0.0158	0.17543253342549193252
Helicobacter_pylori	AE000511.1	SRP001481	SRR031288	-0.001015138	0	0.0952381	0.917092	0.000000	0.0029	0.05591567213909250620
Helicobacter_pylori	AE000511.1	SRP001481	SRR031289	-0.001058753	0	0.190476	0.917092	0.000000	0.0037	0.05793871866295264623
Helicobacter_pylori	AE000511.1	SRP001481	SRR031290	-0.001703611	0	0.285714	0.917092	0.000000	0.0036	0.03489133055488581958
Helicobacter_pylori	AE000511.1	SRP001481	SRR031291	-0.002368571	0	0.285714	0.917092	0.000000	0.0042	0.03615528388025860219
Helicobacter_pylori	AE000511.1	SRP001481	SRR031292	-0.0009913849	0	0.0952381	0.917092	0.000000	0.0035	0.06365568207047480097
Helicobacter_pylori	AE000511.1	SRP001481	SRR031293	-0.001051249	0	0.0952381	0.917092	0.000000	0.0035	0.06181330690991752397
Helicobacter_pylori	AE000511.1	SRP001481	SRR031294	-0.001868305	0	0.404762	0.917092	0.000000	0.0053	0.05397788857576414480
Helicobacter_pylori	AE000511.1	SRP001481	SRR031295	-0.001821078	0	0.214286	0.917092	0.000000	0.0049	0.05124034160227734851
Helicobacter_pylori	AE000511.1	SRP001481	SRR034162	-0.001115428	0	0.0238095	0.917092	0.000000	0.0008	0.08858603066439522998
Helicobacter_pylori	AE000511.1	SRP001481	SRR034163	-0.001030153	0	0.0952381	0.917092	0.000000	0.0026	0.06719193501027698933
Helicobacter_pylori	AE000511.1	SRP001481	SRR034165	-0.001135313	0	0.119048	0.917092	0.000000	0.0034	0.07520941008732846194
Helicobacter_pylori	AE000511.1	SRP001481	SRR034166	-0.002236886	0	0.166667	0.917092	0.000000	0.0004	0.05943450663589151759
Helicobacter_pylori	AE000511.1	SRP001481	SRR034167	-0.002071894	0	0.142857	0.917092	0.000000	0.0015	0.04995086799868981329
Helicobacter_pylori	AE000511.1	SRP001481	SRR034168	-0.002600974	0	0.166667	0.917092	0.000000	0.0015	0.05263933942789737540
Helicobacter_pylori	AE000511.1	SRP001481	SRR034169	-0.001330645	0	0.0952381	0.917092	0.000000	0.0020	0.06409387443870202490
Helicobacter_pylori	AE000511.1	SRP001481	SRR034170	-0.001350312	0.0512821	0.0952381	0.917092	0.000000	0.0020	0.06735499741066804764
Helicobacter_pylori	AE000511.1	SRP001481	SRR034171	-0.001179823	0	0.0714286	0.917092	0.000000	0.0009	0.06909630606860158311
Helicobacter_pylori	AE000511.1	SRP001481	SRR034172	-0.003591071	0.0512821	0.142857	0.917092	0.000000	0.0030	0.04124177425026372632
Helicobacter_pylori	AE000511.1	SRP001481	SRR034173	-0.004293658	0	0.0952381	0.917092	0.000000	0.0040	0.04246395806028833551
Helicobacter_pylori	AE000511.1	SRP001481	SRR034174	-0.003260543	0	0.0714286	0.917092	0.000000	0.0005	0.04540632293655845533
Helicobacter_pylori	AE000511.1	SRP001481	SRR034175	-0.002161399	0	0.119048	0.917092	0.000000	0.0016	0.24714127628181482847
Helicobacter_pylori	AE000511.1	SRP001481	SRR034176	-0.002115422	0.102564	0.261905	0.917092	0.000000	0.0069	0.33740526081141328577
Helicobacter_pylori	AE000511.1	SRP001481	SRR034177	-0.002070954	0.153846	0.333333	0.917092	0.000000	0.0060	0.34351914036265950302
Helicobacter_pylori	AE000511.1	SRP001481	SRR034178	-0.003103298	0.025641	0.261905	0.917092	0.000000	0.0033	0.22983992751434611899
Helicobacter_pylori	AE000511.1	SRP001481	SRR034179	-0.003499142	0	0.380952	0.917092	0.000000	0.0067	0.26094970595979987711
Helicobacter_pylori	AE000511.1	SRP001481	SRR034180	-0.002490789	0.025641	0.47619	0.917092	0.000000	0.0079	0.26984766663980011283
Helicobacter_pylori	AE000511.1	SRP001481	SRR034181	-0.001334673	0.025641	0.0952381	0.917092	0.000000	0.0026	0.02483814897851223014
Helicobacter_pylori	AE000511.1	SRP001481	SRR034182	-0.001364467	0.025641	0.0952381	0.917092	0.000000	0.0031	0.02477082833797517383
Helicobacter_pylori	AE000511.1	SRP001481	SRR034183	-0.0007867954	0	0.0238095	0.917092	0.000000	0.0003	0.02631578947368421052
Helicobacter_pylori	AE000511.1	SRP001481	SRR034185	-0.002084183	0	0.119048	0.917092	0.000000	0.0038	0.04163830270024960290
Helicobacter_pylori	AE000511.1	SRP001481	SRR034186	-0.002254999	0	0.190476	0.917092	0.000000	0.0046	0.04458790382142954837
Helicobacter_pylori	AE000511.1	SRP001481	SRR034187	-0.001911326	0	0.047619	0.917092	0.000000	0.0004	0.04275256222547584187
Helicobacter_pylori	AE000511.1	SRP001481	SRR034193	-0.001049482	0	0.0238095	0.917092	0.000000	0.0011	0.07042528287163480296
Helicobacter_pylori	AE000511.1	SRP001481	SRR034195	-0.001232268	0	0.119048	0.917092	0.000000	0.0035	0.07775207912996407657
Helicobacter_pylori	AE000511.1	SRP001481	SRR034197	-0.001064963	0	0.119048	0.917092	0.000000	0.0030	0.07739110394100023046
Helicobacter_pylori	AE000511.1	SRP001481	SRR034198	-0.001981894	0	0.0952381	0.917092	0.000000	0.0011	0.08101904980491163644
Helicobacter_pylori	AE000511.1	SRP001481	SRR034199	-0.002080377	0.025641	0.309524	0.917092	0.000000	0.0049	0.07316304005045726900
Helicobacter_pylori	AE000511.1	SRP001481	SRR034201	-0.001515054	0	0.285714	0.917092	0.000000	0.0051	0.07331037630170518192
Helicobacter_pylori	AE000511.1	SRP001481	SRR034204	-0.001471259	0	0.0714286	0.917092	0.000000	0.0024	0.05816940692894891368
Helicobacter_pylori	AE000511.1	SRP001481	SRR034207	-0.005414242	0.0512821	0.214286	0.917092	0.000000	0.0080	0.02711397058823529411
Helicobacter_pylori	AE000511.1	SRP001481	SRR034208	-0.0009325352	0	0.0952381	0.917092	0.000000	0.0011	0.02170843628662195552
Helicobacter_pylori	AE000511.1	SRP001481	SRR034209	-0.002343035	0	0.119048	0.917092	0.000000	0.0032	0.03581800580832526621
Frankia_sp._CcI3	CP000249.1	SRP007469	SRR308710	0.9697861	0.625	0.804348	0.852465	0.484339	0.9231	0.79570682479666042551
Frankia_sp._CcI3	CP000249.1	SRP007469	SRR308711	0.9635485	0.15	0.826087	0.827550	0.382744	0.9541	0.85769870460264005413
Frankia_sp._CcI3	CP000249.1	SRP007469	SRR308712	0.5470893	0.025	0.913043	0.849147	0.416060	0.2781	0.74548787727434593833
Escherichia_coli_K-12_MG1665	U00096.2	SRP011371	SRR441579	0.9477812	0.675	0.168421	0.901180	0.000000	0.0509	0.79980055511152310152
Escherichia_coli_K-12_MG1665	U00096.2	SRP011371	SRR441580	0.822581	0.95	0.621053	0.940868	0.681185	0.3230	0.98591106373739988397
Escherichia_coli_K-12_MG1665	U00096.2	SRP011371	SRR441581	0.9653412	0.925	0.694737	0.928214	0.536131	0.1872	0.95828659372572323571
Escherichia_coli_K-12_MG1665	U00096.2	SRP011371	SRR441582	0.8503406	0.925	0.6	0.933880	0.650509	0.3012	0.94334796814157363258
Escherichia_coli_K-12_MG1665	U00096.2	SRP011371	SRR441583	0.8976103	0.925	0.705263	0.942753	0.707373	0.5988	0.95854412377481006162
Escherichia_coli_K-12_MG1665	U00096.2	SRP011371	SRR441584	0.8514648	0.95	0.6	0.931061	0.626958	0.3386	0.92010423894137975944
Escherichia_coli_K-12_MG1665	U00096.2	SRP011371	SRR441585	0.8114171	0.925	0.736842	0.935532	0.672212	0.6023	0.94517031989120991237
Escherichia_coli_K-12_MG1665	U00096.2	SRP011371	SRR441586	0.807112	0.925	0.6	0.929991	0.622054	0.1405	0.96136678821301908038
Escherichia_coli_K-12_MG1665	U00096.2	SRP011371	SRR441587	0.9853032	0.825	0.0421053	0.901180	0.000000	0.0415	0.70281084184512643537
Escherichia_coli_ETEC_E24377A	CP000800.1	SRP008239	SRR345260	0.338195	1	0.469388	0.945084	0.748088	0.7340	0.96556436464512562762
Escherichia_coli_ETEC_E24377A	CP000800.1	SRP008239	SRR345261	0.7189531	1	0.581633	0.934921	0.699756	0.6573	0.98002340486156273373
Clostridium_beijerinckii_NCIMB_8052	CP000721.1	SRP008141	SRR342473	0.8167255	0.85	0.887755	0.813747	0.000000	0.0572	0.99399972481623245814
Clostridium_beijerinckii_NCIMB_8052	CP000721.1	SRP008141	SRR342474	0.813354	0.775	0.816327	0.813747	0.000000	0.0550	0.99586922750650329785
Clostridium_beijerinckii_NCIMB_8052	CP000721.1	SRP008141	SRR342475	0.7993838	0.85	0.908163	0.813747	0.000000	0.0717	0.99467539402721262635
Clostridium_beijerinckii_NCIMB_8052	CP000721.1	SRP008141	SRR342476	0.8098511	0.75	0.887755	0.813747	0.000000	0.0656	0.99281673832195699213
Clostridium_beijerinckii_NCIMB_8052	CP000721.1	SRP008141	SRR342477	0.7599273	0.8	0.693878	0.813747	0.000000	0.0638	0.99476054546565906860
Clostridium_beijerinckii_NCIMB_8052	CP000721.1	SRP008141	SRR342478	0.8477419	0.825	0.77551	0.895476	0.715071	0.1047	0.99459988463457221252
Citrobacter_rodentium	FN543502.1	ERP000493	ERR026449	0.07382894	0.975	0.78022	0.922193	0.620801	0.2194	0.84654968226388853292
Citrobacter_rodentium	FN543502.1	ERP000493	ERR026450	0.1698176	1	0.846154	0.924328	0.638474	0.3433	0.86664920924978874166
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071140	-0.002269501	0	0.047619	0.903960	0.000000	0.0020	0.02071144395038614556
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071141	-0.006398329	0	0.119048	0.903960	0.000000	0.0038	0.01975419348032492878
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071142	-0.003663308	0	0.0952381	0.903960	0.000000	0.0030	0.01196075549349599470
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071143	-0.002622946	0	0.0952381	0.903960	0.000000	0.0033	0.00911748749171137500
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071144	-0.003711596	0	0.142857	0.903960	0.000000	0.0045	0.02363478177324914198
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071145	-0.002401681	0	0.0714286	0.903960	0.000000	0.0022	0.00211207545276676867
