#RUF_ID	Strand	EMBLAccession	ExpressionRank
RUF_131439_131497 	 + 	 AE017225 	 5
RUF_3034893_3035539 	 + 	 AM942759 	 2
RUF_3346279_3346925 	 + 	 AM942759 	 3
RUF_455039_455851 	 + 	 AM942759 	 4
RUF_3878757_3879569 	 + 	 AM942759 	 5
RUF_3571889_3572701 	 + 	 AM942759 	 6
RUF_2451325_2452137 	 + 	 AM942759 	 7
RUF_1100745_1100841 	 + 	 AM942759 	 24
RUF_785389_785455 	 + 	 AM942759 	 27
RUF_3067114_3067183 	 + 	 AM942759 	 52
RUF_3579522_3579609 	 + 	 AM942759 	 60
RUF_3062558_3062623 	 + 	 AM942759 	 65
RUF_3365567_3365626 	 + 	 AM942759 	 83
RUF_3579760_3579886 	 + 	 AM942759 	 85
RUF_947339_947482 	 + 	 AM942759 	 148
RUF_783534_783717 	 + 	 AM942759 	 158
RUF_3064581_3064728 	 + 	 AM942759 	 172
RUF_2454040_2454437 	 + 	 AM942759 	 317
RUF_3569587_3569986 	 + 	 AM942759 	 362
RUF_3876433_3876854 	 + 	 AM942759 	 433
RUF_361448_361501 	 + 	 CP000253 	 40
RUF_492975_493098 	 + 	 CP000253 	 43
RUF_529860_529959 	 + 	 CP000253 	 52
RUF_2127952_2128071 	 + 	 CP000253 	 54
RUF_530907_531031 	 + 	 CP000253 	 66
RUF_1904455_1904670 	 + 	 CP000253 	 72
RUF_519077_519286 	 + 	 CP000253 	 73
RUF_533111_533329 	 + 	 CP000253 	 76
RUF_2242338_2242630 	 + 	 CP000253 	 82
RUF_1734331_1734576 	 + 	 CP000253 	 96
RUF_228025_228481 	 + 	 CP000253 	 100
RUF_494651_495017 	 + 	 CP000253 	 103
RUF_2555792_2555932 	 + 	 CP000253 	 108
RUF_1670698_1670760 	 + 	 CP000253 	 114
RUF_748891_748953 	 + 	 CP000253 	 126
RUF_777130_777184 	 + 	 CP000253 	 127
RUF_2125851_2126399 	 + 	 CP000253 	 129
RUF_1201335_1201451 	 + 	 CP000253 	 137
RUF_2300174_2300303 	 + 	 CP000253 	 141
RUF_450372_450738 	 + 	 CP000253 	 160
RUF_2935512_2935882 	 + 	 CP000951 	 20
RUF_2302708_2302888 	 + 	 CP000951 	 29
RUF_630090_630537 	 + 	 CP000951 	 31
RUF_1223836_1223941 	 + 	 CP000951 	 39
RUF_2927734_2927797 	 + 	 CP000951 	 41
RUF_1222212_1222338 	 + 	 CP000951 	 52
RUF_1401196_1401712 	 + 	 CP000951 	 56
RUF_2042402_2042578 	 + 	 CP000951 	 57
RUF_299934_300040 	 + 	 CP000951 	 58
RUF_2301717_2301837 	 + 	 CP000951 	 59
RUF_2301123_2301230 	 + 	 CP000951 	 60
RUF_1069517_1069581 	 + 	 CP000951 	 73
RUF_2013124_2013351 	 + 	 CP000951 	 77
RUF_986994_987178 	 + 	 CP000951 	 81
RUF_2854263_2854800 	 + 	 CP000951 	 85
RUF_2013835_2013920 	 + 	 CP000951 	 91
RUF_28852_28952 	 + 	 CP000951 	 182
RUF_2796491_2796583 	 + 	 CP000951 	 1003
RUF_162845_163050 	 + 	 CP000951 	 2507
RUF_1274258_1274437 	 + 	 CP000100 	 33
RUF_1170773_1170842 	 + 	 CP000100 	 34
RUF_340129_340287 	 + 	 CP000100 	 38
RUF_2288886_2288961 	 + 	 CP000100 	 48
RUF_219869_219926 	 + 	 CP000100 	 51
RUF_2432877_2432950 	 + 	 CP000100 	 56
RUF_323413_323780 	 + 	 CP000100 	 57
RUF_1536910_1536985 	 + 	 CP000100 	 59
RUF_643964_644173 	 + 	 CP000100 	 61
RUF_1838650_1838755 	 + 	 CP000100 	 65
RUF_2299516_2299795 	 + 	 CP000100 	 67
RUF_2638186_2638475 	 + 	 CP000100 	 69
RUF_2596654_2596718 	 + 	 CP000100 	 70
RUF_2281075_2281199 	 + 	 CP000100 	 72
RUF_1421317_1421474 	 + 	 CP000100 	 74
RUF_986008_986414 	 + 	 CP000100 	 77
RUF_2622882_2623090 	 + 	 CP000100 	 78
RUF_1421165_1421237 	 + 	 CP000100 	 87
RUF_519331_519791 	 + 	 CP000100 	 93
RUF_403898_404015 	 + 	 CP000100 	 261
